act Pair,Accuracy Subset1 Only,Accuracy Subset2 Only,Improvement (Subset2 vs Subset1) No Const,Number of Test Examples,Number of Train Examples
Boyz II Men vs Alejandro Fernandez,0.75,1.0,0.25,8,29
Clint Black vs Home Free,0.5833333333333334,0.8333333333333334,0.25,12,45
Parmalee vs Gaelic Storm,0.625,0.875,0.25,8,31
Johnny Mathis vs Mac Sabbath,0.75,1.0,0.25,8,31
Zach Williams vs The Brook & The Bluff,0.5,0.75,0.25,16,60
Clint Black vs Ty Dolla $ign,0.5,0.75,0.25,12,44
Zach Williams vs Riley Green,0.5833333333333334,0.8333333333333334,0.25,12,46
Intocable vs Jordan Davis,0.5,0.75,0.25,12,46
Johnny Mathis vs The Wallflowers,0.375,0.625,0.25,8,30
Luke Combs vs Jason Bonham's Led Zeppelin Experience,0.75,1.0,0.25,8,28
Lady A vs The SteelDrivers,0.625,0.875,0.25,8,29
Collective Soul vs The Mission UK,0.375,0.625,0.25,8,32
Collective Soul vs A R I Z O N A,0.625,0.875,0.25,8,32
Johnny Mathis vs Crosses,0.75,1.0,0.25,8,30
Little River Band vs Sonic Symphony,0.625,0.875,0.25,8,32
Lady A vs Adventure Club,0.5,0.75,0.25,8,31
The Avett Brothers vs Botch,0.75,1.0,0.25,8,30
Boyz II Men vs Corey Taylor,0.625,0.875,0.25,8,31
Eric Johnson vs Full of Hell,0.75,1.0,0.25,8,32
Collective Soul vs Grentperez,0.75,1.0,0.25,8,32
Collective Soul vs Marty Stuart,0.5,0.75,0.25,8,28
Rod Stewart vs Laufey,0.6666666666666666,0.9166666666666666,0.25,12,47
Little River Band vs Staind,0.75,1.0,0.25,8,30
Boyz II Men vs Dylan Matthew,0.75,1.0,0.25,8,28
Luke Combs vs Two Door Cinema Club,0.75,1.0,0.25,4,12
Johnny Mathis vs Pixies,0.75,1.0,0.25,8,31
Hardy vs Lainey Wilson,0.5,0.75,0.25,8,32
Little River Band vs Lindsey Stirling,0.5625,0.8125,0.25,16,61
Eric Johnson vs The Irish Tenors,0.625,0.875,0.25,8,29
Collective Soul vs Crankdat,0.625,0.875,0.25,8,29
Parmalee vs John Mellencamp,0.5,0.75,0.25,4,16
Lady A vs Myke Towers,0.375,0.625,0.25,8,32
Lee Brice vs Paul Anka,0.375,0.625,0.25,8,31
Banda MS vs Alt-J,0.5,0.75,0.25,8,32
Boyz II Men vs The Mission UK,0.625,0.875,0.25,8,29
Hardy vs Kenny Loggins,0.375,0.625,0.25,8,31
Zach Williams vs Nathaniel Rateliff & The Night Sweats,0.75,1.0,0.25,12,44
Johnny Mathis vs Rumours,0.625,0.875,0.25,8,31
Salebarbes vs Maddie Zahm,0.5,0.75,0.25,4,15
Collective Soul vs Kany Garcia,0.625,0.875,0.25,8,32
Eric Johnson vs Evan Dando,0.375,0.625,0.25,8,28
The Avett Brothers vs Brittany Howard,0.75,1.0,0.25,8,30
Little River Band vs Todrick Hall,0.5,0.75,0.25,12,46
Little River Band vs The Postal Service,0.75,1.0,0.25,12,45
Lady A vs Carnifex,0.625,0.875,0.25,8,31
Johnny Mathis vs Grouplove,0.5,0.75,0.25,4,14
Salebarbes vs Kaivon,0.5,0.75,0.25,4,13
Johnny Mathis vs Mom Jeans.,0.75,1.0,0.25,4,12
Luke Combs vs Tornillo,0.75,1.0,0.25,4,13
Salebarbes vs Ernest,0.5,0.75,0.25,4,13
Johnny Mathis vs Riley Green,0.25,0.5,0.25,8,30
Johnny Mathis vs Les Claypool,0.5,0.75,0.25,8,32
Johnny Mathis vs Atmosphere,0.625,0.875,0.25,8,29
Salebarbes vs Legends in Concert,0.5,0.75,0.25,4,12
El Alfa vs Bad Omens,0.75,1.0,0.25,8,29
Johnny Mathis vs New Kids on the Block,0.75,1.0,0.25,4,13
Salebarbes vs Stranger In The Night,0.75,1.0,0.25,4,12
The Avett Brothers vs Bryce Vine,0.75,1.0,0.25,8,31
The Avett Brothers vs Engelbert Humperdinck,0.375,0.625,0.25,8,28
El Alfa vs Bailey Zimmerman,0.25,0.5,0.25,4,16
Lady A vs Phora,0.5,0.75,0.25,8,31
Boyz II Men vs Sarah McLachlan,0.75,1.0,0.25,4,14
The Avett Brothers vs Southside Johnny & The Asbury Jukes,0.5,0.75,0.25,8,31
Johnny Mathis vs Attila,0.75,1.0,0.25,8,31
Boyz II Men vs King George,0.75,1.0,0.25,4,16
Salebarbes vs Nicotine Dolls,0.0,0.25,0.25,4,14
Parmalee vs Ministry,0.5,0.75,0.25,4,16
Lady A vs Jessie Murph,0.5,0.75,0.25,12,45
Johnny Mathis vs Protest The Hero,0.5,0.75,0.25,8,29
The Avett Brothers vs BoyWithUke,0.625,0.875,0.25,8,30
Parmalee vs Nicki Minaj,0.75,1.0,0.25,4,14
Johnny Mathis vs The Lone Bellow,0.75,1.0,0.25,8,29
Lee Brice vs Nicotine Dolls,0.375,0.625,0.25,8,32
Boyz II Men vs Angel Olsen,0.5,0.75,0.25,8,30
Johnny Mathis vs Thursday,0.75,1.0,0.25,8,31
Johnny Mathis vs Taylor Acorn,0.75,1.0,0.25,4,15
Boyz II Men vs The National,0.75,1.0,0.25,8,28
Johnny Mathis vs Dragonforce,0.75,1.0,0.25,8,29
Banda MS vs Scotty McCreery,0.6666666666666666,0.9166666666666666,0.25,12,45
Collective Soul vs A.J. Croce,0.375,0.625,0.25,8,31
Collective Soul vs Nothing But Thieves,0.5,0.75,0.25,8,29
The Avett Brothers vs Kany Garcia,0.5,0.75,0.25,8,32
Luke Combs vs Guster,0.75,1.0,0.25,4,14
Intocable vs Taylor Acorn,0.75,1.0,0.25,8,31
Lee Brice vs Travis Tritt,0.4166666666666667,0.6666666666666666,0.24999999999999994,12,48
The Avett Brothers vs Warren Zeiders,0.4166666666666667,0.6666666666666666,0.24999999999999994,12,48
Lady A vs 3 Doors Down,0.4166666666666667,0.6666666666666666,0.24999999999999994,12,48
Little River Band vs Briston Maroney,0.4166666666666667,0.6666666666666666,0.24999999999999994,12,44
Clint Black vs The Beaches,0.4166666666666667,0.6666666666666666,0.24999999999999994,12,48
Zach Williams vs Carly Pearce,0.4166666666666667,0.6666666666666666,0.24999999999999994,12,45
Gov't Mule vs NEEDTOBREATHE,0.6470588235294118,0.8823529411764706,0.23529411764705876,17,67
Intocable vs Blue October,0.7058823529411765,0.9411764705882353,0.23529411764705876,17,68
Zach Williams vs Dierks Bentley,0.6923076923076923,0.9230769230769231,0.23076923076923084,13,49
The Avett Brothers vs Luke Bryan,0.6923076923076923,0.9230769230769231,0.23076923076923084,13,49
Rod Stewart vs Chappell Roan,0.6923076923076923,0.9230769230769231,0.23076923076923084,13,51
Clint Black vs Sylvan Esso,0.5384615384615384,0.7692307692307693,0.23076923076923084,13,52
Johnny Mathis vs The Struts,0.5384615384615384,0.7692307692307693,0.23076923076923084,13,49
Lady A vs Melvins,0.6923076923076923,0.9230769230769231,0.23076923076923084,13,49
Banda MS vs Stephen Sanchez,0.6923076923076923,0.9230769230769231,0.23076923076923084,13,48
Lady A vs Luke Bryan,0.6153846153846154,0.8461538461538461,0.23076923076923073,13,49
Hardy vs Rod Wave,0.6153846153846154,0.8461538461538461,0.23076923076923073,13,48
Zach Williams vs Matisyahu,0.7692307692307693,1.0,0.23076923076923073,13,52
The Avett Brothers vs The Brook & The Bluff,0.7692307692307693,1.0,0.23076923076923073,13,50
Little River Band vs Renee Rapp,0.6153846153846154,0.8461538461538461,0.23076923076923073,13,48
The Avett Brothers vs Nickel Creek,0.7692307692307693,1.0,0.23076923076923073,13,52
Little River Band vs Zhu,0.46153846153846156,0.6923076923076923,0.23076923076923073,13,51
Clint Black vs Lil Darkie,0.7692307692307693,1.0,0.23076923076923073,13,52
Zach Williams vs Declan McKenna,0.6153846153846154,0.8461538461538461,0.23076923076923073,13,49
Little River Band vs Paul Cauthen,0.6153846153846154,0.8461538461538461,0.23076923076923073,13,52
Zach Williams vs Andy Grammer,0.6153846153846154,0.8461538461538461,0.23076923076923073,13,48
Zach Williams vs Renee Rapp,0.6153846153846154,0.8461538461538461,0.23076923076923073,13,51
Parmalee vs Joy Oladokun,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,35
Luke Combs vs Noah Kahan,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,35
Lady A vs Banda MS,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,32
Lee Brice vs Brittany Howard,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,36
Lee Brice vs Andrew Bird,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,36
Parmalee vs The Marshall Tucker Band,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,36
Lady A vs The Band CAMINO,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,36
Johnny Mathis vs Gladys Knight,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,32
Lee Brice vs Samara Joy,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,36
Banda MS vs Lady A,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,32
Eric Johnson vs Wayne Newton,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,34
Eric Johnson vs Go Ahead And Die,0.3333333333333333,0.5555555555555556,0.22222222222222227,9,34
Johnny Mathis vs Here Come The Mummies,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,34
Eric Johnson vs Macklemore,0.7777777777777778,1.0,0.2222222222222222,9,36
Zach Williams vs The 502s,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,34
Lee Brice vs Paul Thorn,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,32
Lee Brice vs Highly Suspect,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,34
Zach Williams vs Bone Thugs-N-Harmony,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,35
Eric Johnson vs JMSN,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,36
Eric Johnson vs Lake Street Dive,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,32
Eric Johnson vs BoyWithUke,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,34
Eric Johnson vs Claud,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,32
Lee Brice vs Arrival From Sweden: The Music of ABBA,0.7777777777777778,1.0,0.2222222222222222,9,32
Zach Williams vs Beth Hart,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,33
Johnny Mathis vs Michael Franti & Spearhead,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,32
Eric Johnson vs Silverstein,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,33
Collective Soul vs The Offspring,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,36
Boyz II Men vs Cory Wong,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,36
Eric Johnson vs Neffex,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,32
Eric Johnson vs Kota The Friend,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,35
Parmalee vs Thursday,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,34
Eric Johnson vs The Gaslight Anthem,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,32
Johnny Mathis vs The Japanese House,0.7777777777777778,1.0,0.2222222222222222,9,34
Parmalee vs Fit For An Autopsy,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,32
Matchbox Twenty vs Indigo De Souza,0.7777777777777778,1.0,0.2222222222222222,9,36
Parmalee vs Cattle Decapitation,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,35
Johnny Mathis vs Hobo Johnson,0.7777777777777778,1.0,0.2222222222222222,9,34
Collective Soul vs Black Violin,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,36
Lady A vs Soul Glo,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,33
Lady A vs Blonde Redhead,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,33
Zach Williams vs Buck Meek,0.7777777777777778,1.0,0.2222222222222222,9,35
The Avett Brothers vs JVKE,0.2222222222222222,0.4444444444444444,0.2222222222222222,9,34
Lee Brice vs Bruce Hornsby,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,32
Eric Johnson vs The Simon & Garfunkel Story,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,33
Collective Soul vs Andy Summers,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,32
Lady A vs Brent Cobb,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,33
Rod Stewart vs Roy Woods,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,36
Lady A vs Allison Russell,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,32
Zach Williams vs Dustin Lynch,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,32
Eric Johnson vs Botch,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,34
The Avett Brothers vs The Guess Who,0.7777777777777778,1.0,0.2222222222222222,9,32
Rod Stewart vs Boyz II Men,0.7777777777777778,1.0,0.2222222222222222,9,33
Eric Johnson vs The Milk Carton Kids,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,36
Boyz II Men vs Babymetal,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,33
Boyz II Men vs Andy Grammer,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,36
Johnny Mathis vs The Elovaters,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,35
Zach Williams vs Katy Kirby,0.7777777777777778,1.0,0.2222222222222222,9,36
Lee Brice vs Steve Hofstetter,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,36
Banda MS vs Angel Olsen,0.7777777777777778,1.0,0.2222222222222222,9,33
Johnny Mathis vs Judy Collins,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,33
Johnny Mathis vs Big Head Todd & The Monsters,0.7777777777777778,1.0,0.2222222222222222,9,35
Johnny Mathis vs Renee Rapp,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,35
Lee Brice vs Lainey Wilson,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,34
Lee Brice vs Brothers Osborne,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,35
Hardy vs The National,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,34
Lady A vs Addison Grace,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,32
Boyz II Men vs All Time Low,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,33
Johnny Mathis vs LSDREAM,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,35
Johnny Mathis vs The Disco Biscuits,0.7777777777777778,1.0,0.2222222222222222,9,33
Eric Johnson vs Beach Fossils,0.7777777777777778,1.0,0.2222222222222222,9,36
Lady A vs The Cat Empire,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,36
Little River Band vs Queen Nation,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,35
Johnny Mathis vs Daniel O'Donnell,0.7777777777777778,1.0,0.2222222222222222,9,35
Eric Johnson vs Mushroomhead,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,32
Johnny Mathis vs Shinedown,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,34
The Avett Brothers vs Jordan Davis,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,36
Collective Soul vs The Teskey Brothers,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,32
The Avett Brothers vs Allison Russell,0.7777777777777778,1.0,0.2222222222222222,9,32
Eric Johnson vs DURRY,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,36
Lady A vs Kesha,0.2222222222222222,0.4444444444444444,0.2222222222222222,9,36
Johnny Mathis vs Andy Grammer,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,32
Boyz II Men vs Wyatt Flores,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,36
Johnny Mathis vs Declan McKenna,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,33
Parmalee vs Polaris,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,36
Eric Johnson vs The Mission UK,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,36
Eric Johnson vs Geese,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,33
Boyz II Men vs Trousdale,0.7777777777777778,1.0,0.2222222222222222,9,36
Lady A vs Nathaniel Rateliff & The Night Sweats,0.2222222222222222,0.4444444444444444,0.2222222222222222,9,34
Parmalee vs Three Days Grace,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,33
The Avett Brothers vs Nathaniel Rateliff & The Night Sweats,0.2222222222222222,0.4444444444444444,0.2222222222222222,9,34
Eric Johnson vs Meshuggah,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,35
The Avett Brothers vs Fit For A King,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,36
Eric Johnson vs Chris Tomlin,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,32
Eric Johnson vs Grentperez,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,36
Johnny Mathis vs Youth Lagoon,0.7777777777777778,1.0,0.2222222222222222,9,34
Clint Black vs Two Door Cinema Club,0.7777777777777778,1.0,0.2222222222222222,9,34
Lady A vs Son Volt,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,34
Parmalee vs Treaty Oak Revival,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,35
Parmalee vs Marc Broussard,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,36
Lady A vs Jordan Davis,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,36
Parmalee vs Krooked Kings,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,32
Eric Johnson vs Elevation Worship,0.7777777777777778,1.0,0.2222222222222222,9,35
Luke Combs vs Lollapalooza Aftershows,0.7777777777777778,1.0,0.2222222222222222,9,35
Johnny Mathis vs Mammoth WVH,0.7777777777777778,1.0,0.2222222222222222,9,35
The Avett Brothers vs Angel Olsen,0.7777777777777778,1.0,0.2222222222222222,9,32
Collective Soul vs Neck Deep,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,34
Parmalee vs Dance Gavin Dance,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,35
Johnny Mathis vs Owl City,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,33
Johnny Mathis vs Between The Buried And Me,0.7777777777777778,1.0,0.2222222222222222,9,36
Lady A vs Babymetal,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,36
The Avett Brothers vs 38 Special,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,33
Parmalee vs Trousdale,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,36
Lee Brice vs The SteelDrivers,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,35
Lady A vs Eric Johnson,0.7777777777777778,1.0,0.2222222222222222,9,36
Eric Johnson vs Poppy,0.6666666666666666,0.8888888888888888,0.2222222222222222,9,33
Clint Black vs Kristin Chenoweth,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,33
Lady A vs Cannons,0.5555555555555556,0.7777777777777778,0.2222222222222222,9,33
Intocable vs Drew Holcomb,0.7777777777777778,1.0,0.2222222222222222,9,34
Lady A vs Liz Phair,0.2222222222222222,0.4444444444444444,0.2222222222222222,9,35
Lady A vs All Time Low,0.4444444444444444,0.6666666666666666,0.2222222222222222,9,36
Little River Band vs Amy Grant,0.42857142857142855,0.6428571428571429,0.21428571428571436,14,54
Zach Williams vs Mipso,0.5,0.7142857142857143,0.2142857142857143,14,53
Zach Williams vs Kidd G,0.5714285714285714,0.7857142857142857,0.2142857142857143,14,53
Lady A vs Andrew McMahon In The Wilderness,0.7142857142857143,0.9285714285714286,0.2142857142857143,14,52
Lee Brice vs Pigeons Playing Ping Pong,0.7142857142857143,0.9285714285714286,0.2142857142857143,14,52
Clint Black vs Tower of Power,0.5,0.7142857142857143,0.2142857142857143,14,52
Eric Johnson vs The Australian Pink Floyd Show,0.6428571428571429,0.8571428571428571,0.2142857142857142,14,55
Lee Brice vs Flogging Molly,0.6428571428571429,0.8571428571428571,0.2142857142857142,14,53
Little River Band vs Dogstar,0.6428571428571429,0.8571428571428571,0.2142857142857142,14,53
Zach Williams vs Hot Mulligan,0.6428571428571429,0.8571428571428571,0.2142857142857142,14,53
Clint Black vs Jo Dee Messina,0.6,0.8,0.20000000000000007,10,38
Lee Brice vs Run The Jewels,0.7,0.9,0.20000000000000007,10,36
Boyz II Men vs Intocable,0.6,0.8,0.20000000000000007,10,40
Zach Williams vs Reverend Horton Heat,0.7,0.9,0.20000000000000007,10,36
Salebarbes vs G Jones,0.6,0.8,0.20000000000000007,5,20
Johnny Mathis vs The Ten Tenors,0.6,0.8,0.20000000000000007,5,18
Lady A vs Josh Turner,0.6,0.8,0.20000000000000007,10,36
Boyz II Men vs Between The Buried And Me,0.7,0.9,0.20000000000000007,10,39
Lee Brice vs Glenn Miller Orchestra,0.7,0.9,0.20000000000000007,10,38
Little River Band vs The Midnight,0.6,0.8,0.20000000000000007,10,38
Lady A vs Grouplove,0.6,0.8,0.20000000000000007,5,20
Boyz II Men vs Wednesday 13,0.6,0.8,0.20000000000000007,10,36
Boyz II Men vs Martin Barre,0.6,0.8,0.20000000000000007,5,20
El Alfa vs Juanes,0.6,0.8,0.20000000000000007,5,16
Boyz II Men vs Dierks Bentley,0.7,0.9,0.20000000000000007,10,36
Johnny Mathis vs Jose Gonzalez,0.6,0.8,0.20000000000000007,5,16
Lee Brice vs Angel Olsen,0.7,0.9,0.20000000000000007,10,38
Johnny Mathis vs Drew Holcomb,0.6,0.8,0.20000000000000007,5,18
Boyz II Men vs Patti LuPone,0.6,0.8,0.20000000000000007,5,17
Banda MS vs Bad Omens,0.7,0.9,0.20000000000000007,10,38
Lady A vs Michael Franti & Spearhead,0.6,0.8,0.20000000000000007,10,38
Banda MS vs Red Hot Chilli Pipers,0.6,0.8,0.20000000000000007,5,20
Lee Brice vs One Night of Queen,0.6,0.8,0.20000000000000007,10,36
Lee Brice vs Phora,0.7,0.9,0.20000000000000007,10,36
Lee Brice vs Made in Italy,0.7,0.9,0.20000000000000007,10,38
Lady A vs Christian French,0.7,0.9,0.20000000000000007,10,38
Hardy vs Darius Rucker,0.6,0.8,0.20000000000000007,10,37
Lee Brice vs Bowling For Soup,0.7,0.9,0.20000000000000007,10,39
Salebarbes vs Read Southall Band,0.6,0.8,0.20000000000000007,5,19
