act Pair,Accuracy Subset1 Only,Accuracy Subset2 Only,Improvement (Subset2 vs Subset1) No Const,Number of Test Examples,Number of Train Examples
Johnny Mathis vs The Offspring,0.75,0.75,0.0,8,30
Johnny Mathis vs Ray LaMontagne,0.7777777777777778,0.7777777777777778,0.0,9,33
Hardy vs Emo Nite,1.0,1.0,0.0,14,54
Johnny Mathis vs Mudvayne,1.0,1.0,0.0,8,32
Johnny Mathis vs Ne-Yo,0.8571428571428571,0.8571428571428571,0.0,7,28
Johnny Mathis vs Lionel Richie,1.0,1.0,0.0,7,28
Hardy vs Andrew Bird,1.0,1.0,0.0,9,33
Johnny Mathis vs Dirty Heads,0.8,0.8,0.0,10,37
Johnny Mathis vs Jacob Collier,1.0,1.0,0.0,4,12
Johnny Mathis vs Darius Rucker,0.5,0.5,0.0,8,28
Johnny Mathis vs Joe Bonamassa,0.6363636363636364,0.6363636363636364,0.0,11,41
Johnny Mathis vs Trae Crowder,0.8333333333333334,0.8333333333333334,0.0,6,22
Johnny Mathis vs Gary Allan,0.5,0.5,0.0,6,21
Johnny Mathis vs Nitty Gritty Dirt Band,0.6666666666666666,0.6666666666666666,0.0,6,23
Hardy vs Glenn Miller Orchestra,0.8888888888888888,0.8888888888888888,0.0,9,36
Zach Williams vs Pentatonix,0.9375,0.9375,0.0,16,64
Johnny Mathis vs Badfish: A Tribute To Sublime,0.9,0.9,0.0,10,39
Johnny Mathis vs Giant Rooks,1.0,1.0,0.0,4,13
Johnny Mathis vs Billy Strings,0.9230769230769231,0.9230769230769231,0.0,13,51
Johnny Mathis vs Boy George,1.0,1.0,0.0,8,32
Johnny Mathis vs The National Parks,0.8333333333333334,0.8333333333333334,0.0,6,23
Johnny Mathis vs Ghost,0.875,0.875,0.0,8,31
Johnny Mathis vs Alejandro Fernandez,0.8571428571428571,0.8571428571428571,0.0,7,26
Johnny Mathis vs John Mayer,1.0,1.0,0.0,7,26
Johnny Mathis vs Carbon Leaf,0.7777777777777778,0.7777777777777778,0.0,9,33
Hardy vs Gaelic Storm,1.0,1.0,0.0,10,36
Hardy vs Russell Dickerson,1.0,1.0,0.0,10,40
Johnny Mathis vs The Chicks,0.7777777777777778,0.7777777777777778,0.0,9,34
Hardy vs Daniel Donato,1.0,1.0,0.0,11,43
Hardy vs Melanie Martinez,0.6666666666666666,0.6666666666666666,0.0,9,32
Johnny Mathis vs Phish,0.9230769230769231,0.9230769230769231,0.0,13,49
Johnny Mathis vs Grand Funk Railroad,0.75,0.75,0.0,8,30
Johnny Mathis vs Big Time Rush,0.8,0.8,0.0,10,39
Johnny Mathis vs Depeche Mode,1.0,1.0,0.0,9,34
Johnny Mathis vs Sting,0.875,0.875,0.0,8,32
Hardy vs Chris Isaak,1.0,1.0,0.0,11,41
Hardy vs Melissa Etheridge,1.0,1.0,0.0,17,67
Johnny Mathis vs Chris Stapleton,0.9,0.9,0.0,10,36
Hardy vs Guster,0.8571428571428571,0.8571428571428571,0.0,7,27
Johnny Mathis vs Hairball,0.9,0.9,0.0,10,36
Hardy vs Joe Satriani,0.8333333333333334,0.8333333333333334,0.0,6,20
Johnny Mathis vs Tesla,0.6,0.6,0.0,5,19
Hardy vs The Nude Party,1.0,1.0,0.0,9,33
Hardy vs Crankdat,0.7777777777777778,0.7777777777777778,0.0,9,32
Hardy vs Stayin' Alive (Tribute to The Bee Gees),1.0,1.0,0.0,9,33
Hardy vs Youth Lagoon,1.0,1.0,0.0,11,43
Johnny Mathis vs Straight No Chaser,0.7058823529411765,0.7058823529411765,0.0,17,64
Johnny Mathis vs Jason Isbell & the 400 Unit,0.8333333333333334,0.8333333333333334,0.0,12,48
Johnny Mathis vs Jason Mraz,0.5,0.5,0.0,8,28
Hardy vs Anthony Jeselnik,1.0,1.0,0.0,7,26
Hardy vs Wilco,0.9,0.9,0.0,10,37
Johnny Mathis vs Diana Krall,0.8,0.8,0.0,10,36
Hardy vs Jonas Brothers,0.8333333333333334,0.8333333333333334,0.0,18,70
Hardy vs Pretty Lights,0.75,0.75,0.0,12,46
Hardy vs Patti LuPone,0.8333333333333334,0.8333333333333334,0.0,6,23
Hardy vs Matisyahu,1.0,1.0,0.0,12,44
Johnny Mathis vs Romeo Santos,1.0,1.0,0.0,9,34
Hardy vs The All-American Rejects,0.9090909090909091,0.9090909090909091,0.0,11,41
Johnny Mathis vs Third Eye Blind,0.75,0.75,0.0,4,16
Johnny Mathis vs Skid Row,1.0,1.0,0.0,9,36
Hardy vs Here Come The Mummies,1.0,1.0,0.0,11,43
Hardy vs Generationals,1.0,1.0,0.0,9,35
Hardy vs Less Than Jake,1.0,1.0,0.0,11,40
Hardy vs Son Volt,1.0,1.0,0.0,10,37
Johnny Mathis vs Lettuce,1.0,1.0,0.0,10,39
Johnny Mathis vs The Doobie Brothers,0.8181818181818182,0.8181818181818182,0.0,11,43
Johnny Mathis vs Wu-Tang Clan,1.0,1.0,0.0,7,26
Hardy vs Andy Summers,0.7777777777777778,0.7777777777777778,0.0,9,36
Hardy vs Ocie Elliott,0.8888888888888888,0.8888888888888888,0.0,9,34
Johnny Mathis vs Alvvays,0.8,0.8,0.0,5,16
Johnny Mathis vs Eden Munoz,0.5,0.5,0.0,6,20
Johnny Mathis vs Red Hot Chilli Pipers,1.0,1.0,0.0,4,13
Johnny Mathis vs Caifanes,0.6,0.6,0.0,5,19
Johnny Mathis vs Justin Moore,0.625,0.625,0.0,8,31
Hardy vs Aqua,1.0,1.0,0.0,10,38
Hardy vs A.J. Croce,0.8888888888888888,0.8888888888888888,0.0,9,34
Hardy vs NF - Nate Feuerstein,0.5454545454545454,0.5454545454545454,0.0,11,44
Johnny Mathis vs Mudhoney,1.0,1.0,0.0,7,26
Hardy vs Ruben Studdard,1.0,1.0,0.0,11,44
Hardy vs Tech N9ne,1.0,1.0,0.0,11,41
Hardy vs Run The Jewels,0.8888888888888888,0.8888888888888888,0.0,9,34
Hardy vs Brit Floyd,1.0,1.0,0.0,15,56
Johnny Mathis vs Marcus King,0.75,0.75,0.0,8,30
Hardy vs Black Flag,0.8888888888888888,0.8888888888888888,0.0,9,36
Hardy vs Rick Springfield,0.9285714285714286,0.9285714285714286,0.0,14,54
Johnny Mathis vs Celebrating David Bowie,0.75,0.75,0.0,4,14
Hardy vs Incubus,0.8,0.8,0.0,10,40
Johnny Mathis vs Shakey Graves,0.9230769230769231,0.9230769230769231,0.0,13,48
Hardy vs Fit For A King,1.0,1.0,0.0,10,39
Hardy vs Hippie Sabotage,1.0,1.0,0.0,5,20
Johnny Mathis vs The Black Jacket Symphony,0.9375,0.9375,0.0,16,60
Johnny Mathis vs Trombone Shorty & Orleans Avenue,0.6666666666666666,0.6666666666666666,0.0,9,33
Johnny Mathis vs California Dreamin,1.0,1.0,0.0,5,18
Johnny Mathis vs Botch,0.7142857142857143,0.7142857142857143,0.0,7,24
Hardy vs The SteelDrivers,1.0,1.0,0.0,9,32
Johnny Mathis vs Dierks Bentley,0.7777777777777778,0.7777777777777778,0.0,9,33
Johnny Mathis vs Zoso (Led Zeppelin Tribute),0.9,0.9,0.0,10,38
Hardy vs Joshua Radin,1.0,1.0,0.0,8,28
Johnny Mathis vs Ricky Skaggs,1.0,1.0,0.0,6,24
Johnny Mathis vs Jelly Roll,0.8571428571428571,0.8571428571428571,0.0,14,54
Johnny Mathis vs Guns N' Roses,0.875,0.875,0.0,8,31
Johnny Mathis vs Pentatonix,0.9166666666666666,0.9166666666666666,0.0,12,48
Hardy vs The Righteous Brothers,0.8888888888888888,0.8888888888888888,0.0,9,32
Hardy vs The Chats,1.0,1.0,0.0,11,41
Hardy vs Bully,1.0,1.0,0.0,10,38
Johnny Mathis vs Grupo Frontera,0.8181818181818182,0.8181818181818182,0.0,11,41
Johnny Mathis vs Umphrey's McGee,0.9,0.9,0.0,10,40
Johnny Mathis vs Dying Fetus,0.75,0.75,0.0,8,30
Hardy vs The Fab Four - The Ultimate Tribute,1.0,1.0,0.0,17,64
Luke Combs vs JVKE,0.8571428571428571,0.8571428571428571,0.0,7,24
El Alfa vs The Devil Wears Prada,1.0,1.0,0.0,8,30
El Alfa vs Jimmy Eat World,0.8888888888888888,0.8888888888888888,0.0,9,32
El Alfa vs Marca MP,0.8571428571428571,0.8571428571428571,0.0,7,24
El Alfa vs Elevation Worship,1.0,1.0,0.0,6,23
El Alfa vs Carly Pearce,1.0,1.0,0.0,7,27
El Alfa vs Soul Glo,1.0,1.0,0.0,7,25
El Alfa vs Deer Tick,1.0,1.0,0.0,7,28
El Alfa vs Alanis Morissette,1.0,1.0,0.0,3,9
El Alfa vs Avenged Sevenfold,1.0,1.0,0.0,9,33
El Alfa vs Tanner Usrey,1.0,1.0,0.0,6,21
El Alfa vs Moon Taxi,1.0,1.0,0.0,10,38
El Alfa vs JMSN,1.0,1.0,0.0,6,24
El Alfa vs Josh Abbott Band,1.0,1.0,0.0,5,18
El Alfa vs The 1975,0.9,0.9,0.0,10,37
El Alfa vs Wayne Newton,1.0,1.0,0.0,6,22
El Alfa vs Tommy Emmanuel,1.0,1.0,0.0,11,43
El Alfa vs Iration,1.0,1.0,0.0,8,28
El Alfa vs Dinosaur Jr.,1.0,1.0,0.0,7,25
El Alfa vs Jeff Rosenstock,1.0,1.0,0.0,8,31
El Alfa vs Los Temerarios,0.6,0.6,0.0,5,20
El Alfa vs The Taylor Party- Taylor Swift Night,1.0,1.0,0.0,9,34
El Alfa vs Escape The Fate,1.0,1.0,0.0,7,28
El Alfa vs The Milk Carton Kids,1.0,1.0,0.0,6,24
El Alfa vs Declan McKenna,0.875,0.875,0.0,8,31
El Alfa vs Hiss Golden Messenger,1.0,1.0,0.0,10,36
El Alfa vs Subtronics,1.0,1.0,0.0,8,32
El Alfa vs Ryan Adams & The Cardinals,0.7142857142857143,0.7142857142857143,0.0,7,25
El Alfa vs Sierra Ferrell,1.0,1.0,0.0,4,13
El Alfa vs Ty Segall,1.0,1.0,0.0,5,17
El Alfa vs The Japanese House,1.0,1.0,0.0,8,32
El Alfa vs Jessie Murph,0.8,0.8,0.0,10,37
El Alfa vs Charley Crockett,1.0,1.0,0.0,6,21
El Alfa vs BabyJake,1.0,1.0,0.0,6,23
El Alfa vs Rawayana,1.0,1.0,0.0,8,28
El Alfa vs The Happy Fits,1.0,1.0,0.0,8,29
El Alfa vs Gimme Gimme Disco,1.0,1.0,0.0,9,33
El Alfa vs Big Jay Oakerson,1.0,1.0,0.0,5,19
El Alfa vs Half Moon Run,1.0,1.0,0.0,7,28
El Alfa vs Drake,0.9444444444444444,0.9444444444444444,0.0,18,68
El Alfa vs Phil Wickham,0.8571428571428571,0.8571428571428571,0.0,7,24
El Alfa vs Classic Albums Live,1.0,1.0,0.0,9,32
El Alfa vs Movements,1.0,1.0,0.0,7,24
El Alfa vs Los Lonely Boys,1.0,1.0,0.0,8,28
El Alfa vs Between The Buried And Me,1.0,1.0,0.0,9,33
El Alfa vs Blonde Redhead,1.0,1.0,0.0,7,25
El Alfa vs Royal Blood,1.0,1.0,0.0,7,28
El Alfa vs Widespread Panic,1.0,1.0,0.0,10,38
El Alfa vs Black Veil Brides,1.0,1.0,0.0,8,32
El Alfa vs Boys Like Girls,1.0,1.0,0.0,8,32
El Alfa vs Maluma,0.625,0.625,0.0,8,31
El Alfa vs Larry Fleet,1.0,1.0,0.0,7,28
El Alfa vs Stephen Marley,0.875,0.875,0.0,8,28
El Alfa vs The Paper Kites,1.0,1.0,0.0,5,20
El Alfa vs Ledisi,1.0,1.0,0.0,3,9
El Alfa vs Mo Lowda & The Humble,1.0,1.0,0.0,6,21
El Alfa vs Girl Named Tom,0.75,0.75,0.0,8,31
El Alfa vs The Menzingers,1.0,1.0,0.0,9,36
El Alfa vs Apashe,1.0,1.0,0.0,8,30
El Alfa vs TroyBoi,1.0,1.0,0.0,7,25
El Alfa vs Big Something,1.0,1.0,0.0,6,21
El Alfa vs Band of Horses,1.0,1.0,0.0,9,34
El Alfa vs Yonder Mountain String Band,1.0,1.0,0.0,7,24
El Alfa vs Amon Amarth,1.0,1.0,0.0,3,9
El Alfa vs The Marshall Tucker Band,1.0,1.0,0.0,8,30
El Alfa vs Parliament Funkadelic,0.875,0.875,0.0,8,30
El Alfa vs The Beaches,0.8571428571428571,0.8571428571428571,0.0,7,28
El Alfa vs Circle Jerks,1.0,1.0,0.0,5,18
El Alfa vs Scowl,1.0,1.0,0.0,7,27
El Alfa vs Ian Munsick,1.0,1.0,0.0,8,31
El Alfa vs City and Colour,1.0,1.0,0.0,8,29
El Alfa vs Sun Room,1.0,1.0,0.0,9,33
El Alfa vs Mammoth WVH,1.0,1.0,0.0,9,32
El Alfa vs Drew Holcomb,0.75,0.75,0.0,4,16
El Alfa vs Paul Brandt,1.0,1.0,0.0,5,18
El Alfa vs The Green,1.0,1.0,0.0,6,20
El Alfa vs Fantasia,0.5714285714285714,0.5714285714285714,0.0,7,24
El Alfa vs Alan Doyle,1.0,1.0,0.0,4,15
El Alfa vs Emo Nite,1.0,1.0,0.0,11,43
El Alfa vs Better Lovers,1.0,1.0,0.0,4,12
El Alfa vs Nation of Language,1.0,1.0,0.0,7,26
El Alfa vs Samantha Fish,1.0,1.0,0.0,8,32
El Alfa vs My Life With The Thrill Kill Kult,1.0,1.0,0.0,5,17
El Alfa vs Fast Times,1.0,1.0,0.0,6,22
El Alfa vs The Expendables,1.0,1.0,0.0,9,33
El Alfa vs Collie Buddz,1.0,1.0,0.0,5,19
El Alfa vs Joe List,1.0,1.0,0.0,6,24
El Alfa vs Mannheim Steamroller,0.8333333333333334,0.8333333333333334,0.0,18,70
El Alfa vs Dogs In A Pile,1.0,1.0,0.0,7,25
El Alfa vs Sir Chloe,1.0,1.0,0.0,4,14
El Alfa vs Cooper Alan,1.0,1.0,0.0,7,25
El Alfa vs Al Stewart,1.0,1.0,0.0,7,24
El Alfa vs Marisela,0.8,0.8,0.0,5,20
El Alfa vs The Bright Light Social Hour,1.0,1.0,0.0,5,17
El Alfa vs Chromeo,1.0,1.0,0.0,7,24
El Alfa vs Dave Koz,1.0,1.0,0.0,8,28
El Alfa vs John Waite,0.8333333333333334,0.8333333333333334,0.0,6,22
El Alfa vs Flipturn,1.0,1.0,0.0,3,12
El Alfa vs A Flock of Seagulls,1.0,1.0,0.0,6,20
El Alfa vs Bruce Cockburn,1.0,1.0,0.0,4,14
El Alfa vs Musiq Soulchild,1.0,1.0,0.0,4,16
El Alfa vs Janelle Monae,1.0,1.0,0.0,8,32
El Alfa vs Tegan and Sara,1.0,1.0,0.0,5,20
El Alfa vs Brandy Clark,1.0,1.0,0.0,4,16
El Alfa vs Jo Dee Messina,1.0,1.0,0.0,5,18
El Alfa vs Shakey Graves,0.9166666666666666,0.9166666666666666,0.0,12,46
El Alfa vs Ben Folds,0.8181818181818182,0.8181818181818182,0.0,11,40
El Alfa vs Joanne Shaw Taylor,1.0,1.0,0.0,6,21
El Alfa vs Thievery Corporation,1.0,1.0,0.0,5,16
El Alfa vs DURRY,1.0,1.0,0.0,6,24
El Alfa vs The Black Jacket Symphony,1.0,1.0,0.0,15,58
El Alfa vs Trombone Shorty & Orleans Avenue,0.875,0.875,0.0,8,31
El Alfa vs Stranger In The Night,1.0,1.0,0.0,5,16
El Alfa vs Johnny Cash - The Official Concert Experience,1.0,1.0,0.0,11,41
El Alfa vs California Dreamin,1.0,1.0,0.0,4,16
El Alfa vs Botch,1.0,1.0,0.0,6,22
El Alfa vs Red Hot Chilli Pipers,1.0,1.0,0.0,3,11
El Alfa vs Geoff Tate,1.0,1.0,0.0,8,28
El Alfa vs Lukas Nelson & Promise of the Real,1.0,1.0,0.0,7,28
El Alfa vs Big Wreck,1.0,1.0,0.0,6,24
El Alfa vs Dierks Bentley,0.625,0.625,0.0,8,31
El Alfa vs Zoso (Led Zeppelin Tribute),1.0,1.0,0.0,9,36
El Alfa vs Almost Queen,1.0,1.0,0.0,7,27
El Alfa vs Ricky Skaggs,1.0,1.0,0.0,6,21
El Alfa vs Jelly Roll,0.8461538461538461,0.8461538461538461,0.0,13,52
El Alfa vs Celtic Thunder,1.0,1.0,0.0,6,24
El Alfa vs Guns N' Roses,0.75,0.75,0.0,8,28
El Alfa vs The Mountain Goats,1.0,1.0,0.0,11,40
El Alfa vs Poolside,1.0,1.0,0.0,8,30
El Alfa vs The Tallest Man On Earth,1.0,1.0,0.0,8,30
El Alfa vs Brent Cobb,1.0,1.0,0.0,7,25
El Alfa vs Claud,1.0,1.0,0.0,6,20
El Alfa vs Badfish: A Tribute To Sublime,1.0,1.0,0.0,10,36
El Alfa vs Giant Rooks,1.0,1.0,0.0,3,11
El Alfa vs Billy Strings,0.7692307692307693,0.7692307692307693,0.0,13,48
El Alfa vs Jacob Collier,1.0,1.0,0.0,3,10
El Alfa vs Maxwell,0.8333333333333334,0.8333333333333334,0.0,6,24
El Alfa vs Boy George,1.0,1.0,0.0,8,29
El Alfa vs Daniel Caesar,0.7777777777777778,0.7777777777777778,0.0,9,34
El Alfa vs Ghost,0.75,0.75,0.0,8,28
El Alfa vs Alejandro Fernandez,0.6666666666666666,0.6666666666666666,0.0,6,24
El Alfa vs MoneyBagg Yo,0.5714285714285714,0.5714285714285714,0.0,7,26
El Alfa vs The National Parks,1.0,1.0,0.0,6,20
El Alfa vs Danny Brown,1.0,1.0,0.0,3,8
El Alfa vs JVKE,1.0,1.0,0.0,7,26
El Alfa vs George Clanton,1.0,1.0,0.0,8,28
El Alfa vs The Chicks,0.875,0.875,0.0,8,32
El Alfa vs New Kids on the Block,0.6666666666666666,0.6666666666666666,0.0,3,11
El Alfa vs Yellowcard,1.0,1.0,0.0,9,32
El Alfa vs Phish,0.8333333333333334,0.8333333333333334,0.0,12,47
El Alfa vs Deeper,1.0,1.0,0.0,6,20
El Alfa vs Romeo Santos,0.75,0.75,0.0,8,32
El Alfa vs Rodrigo Y Gabriela,0.5,0.5,0.0,4,15
El Alfa vs Tusk - Tribute To Fleetwood Mac	,1.0,1.0,0.0,7,24
El Alfa vs Neil Frances,1.0,1.0,0.0,6,23
El Alfa vs Jinkx Monsoon,0.8823529411764706,0.8823529411764706,0.0,17,66
El Alfa vs The Teskey Brothers,0.7142857142857143,0.7142857142857143,0.0,7,24
"El Alfa vs nothing,nowhere.",1.0,1.0,0.0,7,27
El Alfa vs Mudhoney,1.0,1.0,0.0,6,24
El Alfa vs Red Hot Chili Peppers,0.3333333333333333,0.3333333333333333,0.0,3,11
El Alfa vs Tool,0.75,0.75,0.0,12,48
El Alfa vs Melvins,1.0,1.0,0.0,11,41
El Alfa vs Chat Pile,1.0,1.0,0.0,6,23
El Alfa vs John Hiatt,1.0,1.0,0.0,3,12
El Alfa vs Fuerza Regida,1.0,1.0,0.0,8,29
El Alfa vs Kenny G,0.8571428571428571,0.8571428571428571,0.0,7,24
El Alfa vs San Holo,1.0,1.0,0.0,10,38
El Alfa vs Third Eye Blind,1.0,1.0,0.0,4,13
El Alfa vs Grupo Frontera,0.8,0.8,0.0,10,39
El Alfa vs Casting Crowns,0.5714285714285714,0.5714285714285714,0.0,7,25
El Alfa vs Dirty Heads,1.0,1.0,0.0,9,35
El Alfa vs Bryce Vine,1.0,1.0,0.0,6,23
El Alfa vs Mike Mains & The Branches,1.0,1.0,0.0,4,12
El Alfa vs Swing State,1.0,1.0,0.0,12,48
El Alfa vs Lionel Richie,0.7142857142857143,0.7142857142857143,0.0,7,25
El Alfa vs Jenny Lewis,1.0,1.0,0.0,7,24
El Alfa vs Snoop Dogg,0.8,0.8,0.0,10,36
El Alfa vs Kip Moore,1.0,1.0,0.0,8,29
El Alfa vs Slightly Stoopid,0.5555555555555556,0.5555555555555556,0.0,9,34
El Alfa vs Santa Fe Klan,0.75,0.75,0.0,8,28
El Alfa vs Gus Dapperton,1.0,1.0,0.0,8,30
El Alfa vs The Struts,1.0,1.0,0.0,12,47
El Alfa vs Justin Moore,1.0,1.0,0.0,8,28
El Alfa vs Umphrey's McGee,1.0,1.0,0.0,10,37
El Alfa vs Lindsey Stirling,0.5833333333333334,0.5833333333333334,0.0,12,45
El Alfa vs Celebrating David Bowie,1.0,1.0,0.0,3,12
El Alfa vs Legends in Concert,1.0,1.0,0.0,5,16
El Alfa vs Marcus King,1.0,1.0,0.0,7,28
El Alfa vs Steve Hofstetter,1.0,1.0,0.0,6,22
El Alfa vs Raye,1.0,1.0,0.0,7,27
El Alfa vs Ocean Alley,1.0,1.0,0.0,6,21
El Alfa vs Lettuce,1.0,1.0,0.0,10,36
El Alfa vs Nightly,1.0,1.0,0.0,7,24
El Alfa vs Wu-Tang Clan,0.6666666666666666,0.6666666666666666,0.0,6,24
El Alfa vs Little Feat,1.0,1.0,0.0,9,34
El Alfa vs Games We Play,1.0,1.0,0.0,4,13
El Alfa vs The Doo Wop Project,1.0,1.0,0.0,4,16
El Alfa vs Ludacris,1.0,1.0,0.0,8,28
El Alfa vs Peter McPoland,1.0,1.0,0.0,8,29
El Alfa vs Jeremy Zucker,1.0,1.0,0.0,9,34
El Alfa vs Alvvays,1.0,1.0,0.0,4,14
El Alfa vs Christian French,1.0,1.0,0.0,8,30
El Alfa vs Skid Row,1.0,1.0,0.0,9,33
El Alfa vs Eden Munoz,0.8,0.8,0.0,5,18
El Alfa vs Squeeze,0.7142857142857143,0.7142857142857143,0.0,7,25
El Alfa vs Ray LaMontagne,0.875,0.875,0.0,8,31
El Alfa vs A Boogie Wit Da Hoodie,0.8333333333333334,0.8333333333333334,0.0,6,24
El Alfa vs Dylan Scott,1.0,1.0,0.0,8,30
El Alfa vs Queensryche,1.0,1.0,0.0,3,12
El Alfa vs G Jones,1.0,1.0,0.0,6,24
El Alfa vs Jhayco,0.8,0.8,0.0,5,19
El Alfa vs GWAR,1.0,1.0,0.0,6,22
El Alfa vs Dance Gavin Dance,0.875,0.875,0.0,8,29
El Alfa vs Dropkick Murphys,1.0,1.0,0.0,11,40
El Alfa vs The Lone Bellow,1.0,1.0,0.0,7,27
El Alfa vs Reggae Gold,1.0,1.0,0.0,8,31
El Alfa vs Foy Vance,1.0,1.0,0.0,7,24
El Alfa vs Disco Inferno,1.0,1.0,0.0,6,24
El Alfa vs Brett Young,0.8333333333333334,0.8333333333333334,0.0,6,24
El Alfa vs Cian Ducrot,1.0,1.0,0.0,6,21
El Alfa vs Sin Bandera,0.5,0.5,0.0,6,20
El Alfa vs G Flip,1.0,1.0,0.0,8,28
El Alfa vs Paul Anka,0.8,0.8,0.0,5,17
El Alfa vs Jai Wolf,1.0,1.0,0.0,10,38
El Alfa vs Charlotte Cardin,0.8888888888888888,0.8888888888888888,0.0,9,32
El Alfa vs Colter Wall,0.7142857142857143,0.7142857142857143,0.0,7,26
El Alfa vs The Magnetic Fields,1.0,1.0,0.0,3,9
El Alfa vs Zach Bryan,0.6666666666666666,0.6666666666666666,0.0,3,8
El Alfa vs Drew Holcomb & The Neighbors,1.0,1.0,0.0,5,16
El Alfa vs Parkway Drive,1.0,1.0,0.0,5,19
El Alfa vs Charles Wesley Godwin,1.0,1.0,0.0,7,25
El Alfa vs Hotel California - A Salute to the Eagles,1.0,1.0,0.0,6,21
El Alfa vs Mudvayne,1.0,1.0,0.0,8,29
El Alfa vs Andy Frasco & The U.N.,1.0,1.0,0.0,7,24
El Alfa vs CloZee,0.9090909090909091,0.9090909090909091,0.0,11,44
El Alfa vs Men I Trust,1.0,1.0,0.0,9,35
El Alfa vs The Midnight,1.0,1.0,0.0,6,22
El Alfa vs Yam Haus,1.0,1.0,0.0,7,25
El Alfa vs Sleep Token,1.0,1.0,0.0,6,23
El Alfa vs Hobo Johnson,1.0,1.0,0.0,8,32
El Alfa vs Max & Iggor Cavalera,1.0,1.0,0.0,9,32
El Alfa vs Eloise,1.0,1.0,0.0,6,22
El Alfa vs Wednesday 13,1.0,1.0,0.0,8,31
El Alfa vs Chris Renzema,1.0,1.0,0.0,9,32
El Alfa vs Geese,1.0,1.0,0.0,6,21
El Alfa vs Sam Roberts Band,1.0,1.0,0.0,5,20
El Alfa vs Lil Tjay,1.0,1.0,0.0,6,21
El Alfa vs Dopapod,1.0,1.0,0.0,7,25
El Alfa vs Dean Lewis,1.0,1.0,0.0,8,31
El Alfa vs Laufey,1.0,1.0,0.0,9,35
El Alfa vs Treaty Oak Revival,1.0,1.0,0.0,8,29
El Alfa vs EagleMania,1.0,1.0,0.0,4,15
El Alfa vs moe.,1.0,1.0,0.0,8,31
El Alfa vs Steve Byrne,1.0,1.0,0.0,4,14
El Alfa vs The Moss,1.0,1.0,0.0,6,23
El Alfa vs Babytron,1.0,1.0,0.0,8,30
El Alfa vs Russell Howard,1.0,1.0,0.0,5,18
El Alfa vs Toosii,0.7142857142857143,0.7142857142857143,0.0,7,27
El Alfa vs Grouplove,1.0,1.0,0.0,3,12
El Alfa vs Smokey Robinson,0.6,0.6,0.0,5,17
El Alfa vs Paul Cauthen,1.0,1.0,0.0,9,36
El Alfa vs Tash Sultana,0.875,0.875,0.0,8,29
El Alfa vs Lil Yachty,1.0,1.0,0.0,8,30
El Alfa vs 6LACK,1.0,1.0,0.0,9,32
El Alfa vs All Time Low,0.8571428571428571,0.8571428571428571,0.0,7,28
El Alfa vs Noah Reid,1.0,1.0,0.0,7,27
El Alfa vs LSDREAM,1.0,1.0,0.0,9,32
El Alfa vs Christian Nodal,0.75,0.75,0.0,8,31
El Alfa vs Carin Leon,0.8571428571428571,0.8571428571428571,0.0,7,28
El Alfa vs IDK,1.0,1.0,0.0,7,24
El Alfa vs St. Paul & The Broken Bones,0.9090909090909091,0.9090909090909091,0.0,11,44
El Alfa vs Squid,1.0,1.0,0.0,6,20
El Alfa vs Home Free,1.0,1.0,0.0,7,25
El Alfa vs Bishop Briggs,1.0,1.0,0.0,7,27
El Alfa vs King Krule,1.0,1.0,0.0,7,25
El Alfa vs Lucero,0.8333333333333334,0.8333333333333334,0.0,6,21
El Alfa vs BoyWithUke,0.8333333333333334,0.8333333333333334,0.0,6,22
El Alfa vs Drive-By Truckers,1.0,1.0,0.0,7,25
El Alfa vs Wheeler Walker Jr.,1.0,1.0,0.0,9,35
El Alfa vs Ann Wilson,1.0,1.0,0.0,10,40
El Alfa vs Todrick Hall,1.0,1.0,0.0,8,30
El Alfa vs Luis Miguel,1.0,1.0,0.0,7,27
El Alfa vs Ernest,1.0,1.0,0.0,5,17
El Alfa vs NEEDTOBREATHE,0.8888888888888888,0.8888888888888888,0.0,9,35
El Alfa vs Local Natives,0.875,0.875,0.0,8,28
El Alfa vs Cole Swindell,0.8,0.8,0.0,5,19
El Alfa vs Josh Ritter & The Royal City Band,1.0,1.0,0.0,5,18
El Alfa vs Tower of Power,1.0,1.0,0.0,9,32
El Alfa vs Samara Joy,0.6666666666666666,0.6666666666666666,0.0,6,22
El Alfa vs Atmosphere,1.0,1.0,0.0,7,27
El Alfa vs Ashley McBryde,1.0,1.0,0.0,8,32
El Alfa vs Alexandra Kay,1.0,1.0,0.0,9,34
El Alfa vs Dustin Lynch,1.0,1.0,0.0,4,14
El Alfa vs Wolfmother,1.0,1.0,0.0,7,26
El Alfa vs Mushroomhead,1.0,1.0,0.0,6,20
El Alfa vs The Disco Biscuits,1.0,1.0,0.0,8,31
El Alfa vs The Wood Brothers,1.0,1.0,0.0,7,28
El Alfa vs Out of Character,1.0,1.0,0.0,9,34
El Alfa vs Joy Oladokun,1.0,1.0,0.0,8,29
El Alfa vs LP - Laura Pergolizzi,1.0,1.0,0.0,7,28
El Alfa vs Stop Light Observations,1.0,1.0,0.0,7,28
El Alfa vs The Front Bottoms,1.0,1.0,0.0,11,40
El Alfa vs The Wonder Years,1.0,1.0,0.0,9,34
El Alfa vs Ben Rector,1.0,1.0,0.0,6,20
