act Pair,Accuracy Subset,Accuracy Subset + Const,Improvement Subset,Number of Test Examples,Number of Train Examples
Gov't Mule vs Citizen,0.75,0.875,0.125,16,61
The Avett Brothers vs David Foster,0.5,0.625,0.125,8,30
Collective Soul vs Soulja Boy,0.75,0.875,0.125,8,29
Eric Johnson vs Caifanes,0.875,1.0,0.125,8,28
The Avett Brothers vs Brittany Howard,0.875,1.0,0.125,8,30
The Avett Brothers vs Harms Way,0.875,1.0,0.125,8,32
Matchbox Twenty vs Lindsey Stirling,0.8125,0.9375,0.125,16,63
Collective Soul vs Jake Shimabukuro,0.75,0.875,0.125,8,31
The Avett Brothers vs Angel Du$t,0.875,1.0,0.125,8,30
Eric Johnson vs My Life With The Thrill Kill Kult,0.75,0.875,0.125,8,29
The Avett Brothers vs Los Tigres del Norte,0.625,0.75,0.125,8,29
Gov't Mule vs Rumours,0.6875,0.8125,0.125,16,60
Eric Johnson vs Marisela,0.75,0.875,0.125,8,32
The Avett Brothers vs Darren Criss,0.375,0.5,0.125,8,31
Matchbox Twenty vs Travis Scott,0.6875,0.8125,0.125,16,63
Matchbox Twenty vs Grouplove,0.875,1.0,0.125,8,29
Matchbox Twenty vs Patti LuPone,0.875,1.0,0.125,8,29
The Avett Brothers vs Botch,0.875,1.0,0.125,8,30
Matchbox Twenty vs Taking Back Sunday,0.75,0.875,0.125,8,31
The Avett Brothers vs Boyz II Men,0.25,0.375,0.125,8,29
The Avett Brothers vs Drake White,0.875,1.0,0.125,8,28
Collective Soul vs Andrew Bird,0.5,0.625,0.125,8,30
Collective Soul vs Spyro Gyra,0.625,0.75,0.125,8,28
The Avett Brothers vs Haken,0.625,0.75,0.125,8,30
Eric Johnson vs Boney M.,0.375,0.5,0.125,8,32
Eric Johnson vs Queen Nation,0.375,0.5,0.125,8,31
Eric Johnson vs The Zombies,0.75,0.875,0.125,8,32
Eric Johnson vs Here We Are,0.6875,0.8125,0.125,16,63
Eric Johnson vs Black Pumas,0.875,1.0,0.125,8,31
Collective Soul vs Ocie Elliott,0.625,0.75,0.125,8,31
Collective Soul vs Brothers Osborne,0.125,0.25,0.125,8,29
The Avett Brothers vs Cold War Kids,0.875,1.0,0.125,8,32
The Avett Brothers vs Elevation Worship,0.5,0.625,0.125,8,31
Matchbox Twenty vs Games We Play,0.875,1.0,0.125,8,31
Collective Soul vs Run The Jewels,0.75,0.875,0.125,8,31
Eric Johnson vs Kenny Loggins,0.75,0.875,0.125,8,32
The Avett Brothers vs Yachtley Crew,0.875,1.0,0.125,8,29
Gov't Mule vs Bret Michaels,0.4117647058823529,0.5294117647058824,0.11764705882352944,17,68
Matchbox Twenty vs Parker McCollum,0.8823529411764706,1.0,0.11764705882352944,17,67
Eric Johnson vs The Fab Four - The Ultimate Tribute,0.5882352941176471,0.7058823529411765,0.11764705882352944,17,65
Matchbox Twenty vs Disturbed,0.6470588235294118,0.7647058823529411,0.11764705882352933,17,68
Lee Brice vs Bruce Hornsby,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,32
The Avett Brothers vs Jackson Dean,0.8888888888888888,1.0,0.11111111111111116,9,33
Collective Soul vs Bowling For Soup,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,33
Collective Soul vs Toosii,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,35
Eric Johnson vs Andrew Bird,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,34
Collective Soul vs Colter Wall,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,34
Collective Soul vs Happy Together Tour,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,33
Collective Soul vs Asking Alexandria,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,35
The Avett Brothers vs TroyBoi,0.8888888888888888,1.0,0.11111111111111116,9,33
Eric Johnson vs Chat Pile,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,35
Collective Soul vs Grand Funk Railroad,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,36
The Avett Brothers vs Kesha,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,36
Eric Johnson vs Run The Jewels,0.8888888888888888,1.0,0.11111111111111116,9,35
The Avett Brothers vs Charles Wesley Godwin,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,33
Collective Soul vs Allison Russell,0.8888888888888888,1.0,0.11111111111111116,9,32
Collective Soul vs Frankie Valli And The Four Seasons,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,33
The Avett Brothers vs LP - Laura Pergolizzi,0.8888888888888888,1.0,0.11111111111111116,9,36
Eric Johnson vs Bryce Vine,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,35
Eric Johnson vs Haken,0.8888888888888888,1.0,0.11111111111111116,9,34
Lee Brice vs Crankdat,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,35
Collective Soul vs Banda MS,0.8888888888888888,1.0,0.11111111111111116,9,32
Lee Brice vs Osees,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,34
Collective Soul vs Kameron Marlowe,0.8888888888888888,1.0,0.11111111111111116,9,35
Eric Johnson vs Ben Rector,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,32
The Avett Brothers vs Joji,0.8888888888888888,1.0,0.11111111111111116,9,33
Lee Brice vs GWAR,0.8888888888888888,1.0,0.11111111111111116,9,36
Collective Soul vs Benise,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,32
The Avett Brothers vs Dopapod,0.8888888888888888,1.0,0.11111111111111116,9,33
Lee Brice vs Squid,0.8888888888888888,1.0,0.11111111111111116,9,34
Collective Soul vs Igorrr,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,34
Eric Johnson vs The Musical Box,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,34
Matchbox Twenty vs Burna Boy,0.8888888888888888,1.0,0.11111111111111116,9,36
Collective Soul vs Whiskey Myers,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,36
Lee Brice vs Enrique Guzman,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,32
Eric Johnson vs Disco Inferno,0.8888888888888888,1.0,0.11111111111111116,9,36
Matchbox Twenty vs Jon Batiste,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,34
The Avett Brothers vs Darius Rucker,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,34
The Avett Brothers vs Niko Moon,0.8888888888888888,1.0,0.11111111111111116,9,33
Eric Johnson vs Sarah Brightman,0.8888888888888888,1.0,0.11111111111111116,9,35
Eric Johnson vs The Moss,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,35
Eric Johnson vs Lil Tjay,0.8888888888888888,1.0,0.11111111111111116,9,33
Eric Johnson vs Sleep Token,0.8888888888888888,1.0,0.11111111111111116,9,35
The Avett Brothers vs Nightly,0.8888888888888888,1.0,0.11111111111111116,9,32
Lee Brice vs Highly Suspect,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,34
Lee Brice vs Nothing But Thieves,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,35
Matchbox Twenty vs Bone Thugs-N-Harmony,0.8888888888888888,1.0,0.11111111111111116,9,34
Collective Soul vs Don Broco,0.8888888888888888,1.0,0.11111111111111116,9,33
Collective Soul vs Phillip Phillips,0.8888888888888888,1.0,0.11111111111111116,9,36
Collective Soul vs Militarie Gun,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,34
Matchbox Twenty vs Buck Meek,0.8888888888888888,1.0,0.11111111111111116,9,34
Eric Johnson vs Neffex,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,32
The Avett Brothers vs Sam Smith,0.8888888888888888,1.0,0.11111111111111116,9,33
Lee Brice vs Chris Tomlin,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,34
The Avett Brothers vs Ne-Yo,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,33
Collective Soul vs Yo La Tengo,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,36
The Avett Brothers vs All Time Low,0.8888888888888888,1.0,0.11111111111111116,9,36
The Avett Brothers vs Squeeze,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,33
Lee Brice vs Boney M.,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,33
Lee Brice vs Angel Du$t,0.8888888888888888,1.0,0.11111111111111116,9,36
Eric Johnson vs The National,0.8888888888888888,1.0,0.11111111111111116,9,35
Eric Johnson vs Southside Johnny & The Asbury Jukes,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,35
The Avett Brothers vs Escape The Fate,0.8888888888888888,1.0,0.11111111111111116,9,36
Collective Soul vs Ty Dolla $ign,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,32
Lee Brice vs Squirrel Flower,0.8888888888888888,1.0,0.11111111111111116,9,34
Eric Johnson vs Silverstein,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,33
The Avett Brothers vs Eric Johnson,0.8888888888888888,1.0,0.11111111111111116,9,36
Lee Brice vs Brittany Howard,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,36
The Avett Brothers vs Bowling For Soup,0.8888888888888888,1.0,0.11111111111111116,9,33
Collective Soul vs Kim Petras,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,33
The Avett Brothers vs King Krule,0.8888888888888888,1.0,0.11111111111111116,9,33
Lee Brice vs G. Love & Special Sauce,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,35
Matchbox Twenty vs Thievery Corporation,0.8888888888888888,1.0,0.11111111111111116,9,34
Eric Johnson vs The Avett Brothers,0.8888888888888888,1.0,0.11111111111111116,9,36
Collective Soul vs The Cat Empire,0.8888888888888888,1.0,0.11111111111111116,9,36
The Avett Brothers vs Al Stewart,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,32
Collective Soul vs Scowl,0.8888888888888888,1.0,0.11111111111111116,9,35
Lee Brice vs Lake Street Dive,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,34
Lee Brice vs Keith Sweat,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,32
The Avett Brothers vs Yam Haus,0.8888888888888888,1.0,0.11111111111111116,9,33
Lee Brice vs The Simon & Garfunkel Story,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,35
Collective Soul vs Tusk - Tribute To Fleetwood Mac	,0.8888888888888888,1.0,0.11111111111111116,9,32
The Avett Brothers vs Foy Vance,0.8888888888888888,1.0,0.11111111111111116,9,32
Collective Soul vs Half Alive,0.8888888888888888,1.0,0.11111111111111116,9,32
The Avett Brothers vs Fit For A King,0.8888888888888888,1.0,0.11111111111111116,9,36
Eric Johnson vs Squirrel Flower,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,32
The Avett Brothers vs Black Flag,0.8888888888888888,1.0,0.11111111111111116,9,32
Collective Soul vs Half Moon Run,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,36
Eric Johnson vs Wayne Newton,0.4444444444444444,0.5555555555555556,0.11111111111111116,9,34
Matchbox Twenty vs Foreigner,0.7222222222222222,0.8333333333333334,0.11111111111111116,18,69
Collective Soul vs Mr. Big,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,32
Lee Brice vs Full of Hell,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,33
Collective Soul vs Yonder Mountain String Band,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,32
Eric Johnson vs Los Tigres del Norte,0.8888888888888888,1.0,0.11111111111111116,9,33
Collective Soul vs Matt and Kim,0.6666666666666666,0.7777777777777778,0.11111111111111116,9,35
Eric Johnson vs Ricky Skaggs,0.8888888888888888,1.0,0.11111111111111116,9,33
The Avett Brothers vs JVKE,0.3333333333333333,0.4444444444444444,0.1111111111111111,9,34
Collective Soul vs Slander,0.3333333333333333,0.4444444444444444,0.1111111111111111,9,36
Eric Johnson vs David Foster,0.2222222222222222,0.3333333333333333,0.1111111111111111,9,34
The Avett Brothers vs Riley Green,0.3333333333333333,0.4444444444444444,0.1111111111111111,9,36
Lee Brice vs David Foster,0.3333333333333333,0.4444444444444444,0.1111111111111111,9,36
Eric Johnson vs The Green,0.3333333333333333,0.4444444444444444,0.1111111111111111,9,32
The Avett Brothers vs 38 Special,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
Collective Soul vs Veeze,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,35
Eric Johnson vs Meshuggah,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
Eric Johnson vs Carnifex,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
Collective Soul vs Black Violin,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,36
Collective Soul vs Faye Webster,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
The Avett Brothers vs Home Free,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
Eric Johnson vs Joe List,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,36
Eric Johnson vs DURRY,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,36
Eric Johnson vs The Milk Carton Kids,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,36
Lee Brice vs Duran Duran,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,36
Lee Brice vs Charley Crockett,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
The Avett Brothers vs Royal Blood,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,36
Matchbox Twenty vs Sonic Symphony,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
Eric Johnson vs Joanne Shaw Taylor,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,33
The Avett Brothers vs Militarie Gun,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,34
Eric Johnson vs Boyz II Men,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
Eric Johnson vs The Allman Betts Family Revival,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
The Avett Brothers vs Carly Pearce,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
Collective Soul vs The Lone Bellow,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
Collective Soul vs Charles Wesley Godwin,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,33
Eric Johnson vs The National Parks,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,32
Lee Brice vs Slowdive,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,34
The Avett Brothers vs Peter Gabriel,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
The Avett Brothers vs Faye Webster,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,33
Eric Johnson vs Coheed and Cambria,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,36
Lee Brice vs Claudio Simonetti's Goblin,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,36
Matchbox Twenty vs Tesla,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,34
The Avett Brothers vs Marca MP,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,32
Eric Johnson vs The Mission UK,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,36
Lee Brice vs The Righteous Brothers,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,35
Lee Brice vs Maddie Zahm,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,32
Lee Brice vs Sarah Jarosz,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,36
Eric Johnson vs Engelbert Humperdinck,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,32
Collective Soul vs Fit For A King,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,36
Eric Johnson vs Snarky Puppy,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,33
Eric Johnson vs Spyro Gyra,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,32
Collective Soul vs Black Flag,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,32
The Avett Brothers vs Chromeo,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,32
Lee Brice vs Big Data,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,35
Collective Soul vs Bully,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
Lee Brice vs Snarky Puppy,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,35
The Avett Brothers vs Half Alive,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,32
The Avett Brothers vs Pierce The Veil,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,33
Collective Soul vs Bad Religion,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,33
Lee Brice vs The SteelDrivers,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
Eric Johnson vs Geese,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
Eric Johnson vs Brittany Howard,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,34
The Avett Brothers vs Rob Zombie,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
Lee Brice vs Samara Joy,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,36
The Avett Brothers vs Noah Cyrus,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
Collective Soul vs The Beaches,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,36
Eric Johnson vs Hotel California - A Salute to the Eagles,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,33
Collective Soul vs The Dead South,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
Collective Soul vs Bronco,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,32
Collective Soul vs Jason Mraz,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,34
Lee Brice vs Los Tigres del Norte,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,35
Eric Johnson vs Ocie Elliott,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,35
Matchbox Twenty vs Los Angeles Azules,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,35
The Avett Brothers vs Brent Cobb,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
Lee Brice vs Tommy Prine,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,36
The Avett Brothers vs Bonnie Raitt,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,35
Collective Soul vs Cannons,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,33
The Avett Brothers vs Bullet For My Valentine,0.5555555555555556,0.6666666666666666,0.11111111111111105,9,34
Matchbox Twenty vs Beth Hart,0.7777777777777778,0.8888888888888888,0.11111111111111105,9,32
Eric Johnson vs Barns Courtney,0.7,0.8,0.10000000000000009,10,39
Eric Johnson vs Mr. Big,0.7,0.8,0.10000000000000009,10,36
Lee Brice vs Coheed and Cambria,0.7,0.8,0.10000000000000009,10,37
The Avett Brothers vs Gladys Knight,0.7,0.8,0.10000000000000009,10,38
Eric Johnson vs Petey,0.7,0.8,0.10000000000000009,10,38
Eric Johnson vs Noah Reid,0.7,0.8,0.10000000000000009,10,39
Lee Brice vs Joe Russo's Almost Dead,0.7,0.8,0.10000000000000009,10,40
The Avett Brothers vs Les Claypool,0.7,0.8,0.10000000000000009,10,37
Collective Soul vs Romeo Santos,0.7,0.8,0.10000000000000009,10,40
The Avett Brothers vs Bad Omens,0.7,0.8,0.10000000000000009,10,37
Collective Soul vs The Disco Biscuits,0.7,0.8,0.10000000000000009,10,39
Collective Soul vs Cigarettes After Sex,0.7,0.8,0.10000000000000009,10,37
The Avett Brothers vs The All-American Rejects,0.7,0.8,0.10000000000000009,10,38
The Avett Brothers vs Incubus,0.7,0.8,0.10000000000000009,10,36
Collective Soul vs The Tallest Man On Earth,0.7,0.8,0.10000000000000009,10,38
Eric Johnson vs Chromeo,0.7,0.8,0.10000000000000009,10,36
The Avett Brothers vs Here Come The Mummies,0.7,0.8,0.10000000000000009,10,40
Eric Johnson vs Lionel Richie,0.7,0.8,0.10000000000000009,10,37
Eric Johnson vs Casting Crowns,0.7,0.8,0.10000000000000009,10,37
Collective Soul vs The Temptations,0.7,0.8,0.10000000000000009,10,40
Lee Brice vs Carnifex,0.7,0.8,0.10000000000000009,10,36
Collective Soul vs Chris Isaak,0.7,0.8,0.10000000000000009,10,38
Eric Johnson vs The Guess Who,0.7,0.8,0.10000000000000009,10,36
Eric Johnson vs Yo La Tengo,0.7,0.8,0.10000000000000009,10,40
Eric Johnson vs The String Cheese Incident,0.7,0.8,0.10000000000000009,10,38
Lee Brice vs Marca MP,0.7,0.8,0.10000000000000009,10,38
Eric Johnson vs Asking Alexandria,0.7,0.8,0.10000000000000009,10,39
The Avett Brothers vs Janelle Monae,0.7,0.8,0.10000000000000009,10,40
Lee Brice vs Andrea Bocelli,0.7,0.8,0.10000000000000009,10,36
Lee Brice vs 49 Winchester,0.7,0.8,0.10000000000000009,10,40
Collective Soul vs Trombone Shorty & Orleans Avenue,0.3,0.4,0.10000000000000003,10,39
Collective Soul vs Trousdale,0.8,0.9,0.09999999999999998,10,38
