act Pair,Accuracy Subset,Accuracy Subset + Const,Improvement Subset,Number of Test Examples,Number of Train Examples
Matchbox Twenty vs The Irish Tenors,0.7777777777777778,0.7777777777777778,0.0,9,35
Matchbox Twenty vs Gayle,1.0,1.0,0.0,8,31
Matchbox Twenty vs Ricky Montgomery,1.0,1.0,0.0,10,37
Matchbox Twenty vs Full of Hell,1.0,1.0,0.0,10,37
Matchbox Twenty vs Asking Alexandria,1.0,1.0,0.0,12,44
Matchbox Twenty vs Theory Of A Deadman,0.8571428571428571,0.8571428571428571,0.0,14,52
Matchbox Twenty vs Jason Bonham's Led Zeppelin Experience,1.0,1.0,0.0,12,48
Matchbox Twenty vs Eladio Carrion,1.0,1.0,0.0,10,37
Matchbox Twenty vs Silversun Pickups,0.8,0.8,0.0,10,40
Matchbox Twenty vs Tennis (Band),1.0,1.0,0.0,12,46
Matchbox Twenty vs Phillip Phillips,1.0,1.0,0.0,12,45
Matchbox Twenty vs Half Alive,1.0,1.0,0.0,11,42
Matchbox Twenty vs Yussef Dayes,1.0,1.0,0.0,11,42
Matchbox Twenty vs Zhu,0.9285714285714286,0.9285714285714286,0.0,14,52
The Avett Brothers vs Katy Kirby,1.0,1.0,0.0,7,25
"Matchbox Twenty vs Slaughter Beach, Dog",0.8333333333333334,0.8333333333333334,0.0,12,48
Matchbox Twenty vs VNV Nation,1.0,1.0,0.0,10,37
Matchbox Twenty vs Kristin Chenoweth,0.875,0.875,0.0,8,31
Matchbox Twenty vs Big Head Todd & The Monsters,1.0,1.0,0.0,13,50
Matchbox Twenty vs Priscilla Block,0.8888888888888888,0.8888888888888888,0.0,9,35
Matchbox Twenty vs Kevin Gates,1.0,1.0,0.0,13,50
The Avett Brothers vs Waterparks,1.0,1.0,0.0,5,19
Matchbox Twenty vs Veeze,1.0,1.0,0.0,12,44
Matchbox Twenty vs Addison Grace,1.0,1.0,0.0,11,42
Matchbox Twenty vs Darren Criss,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Pierce The Veil,0.9090909090909091,0.9090909090909091,0.0,11,43
Matchbox Twenty vs Bullet For My Valentine,0.9090909090909091,0.9090909090909091,0.0,11,44
Matchbox Twenty vs Fit For An Autopsy,1.0,1.0,0.0,12,44
Matchbox Twenty vs Skinny Puppy,0.8,0.8,0.0,10,37
Matchbox Twenty vs Stick To Your Guns,0.9,0.9,0.0,10,40
The Avett Brothers vs Nate Smith,0.8571428571428571,0.8571428571428571,0.0,7,27
Matchbox Twenty vs Kameron Marlowe,1.0,1.0,0.0,12,44
Matchbox Twenty vs Leonid & Friends,0.8571428571428571,0.8571428571428571,0.0,7,26
Matchbox Twenty vs Gilberto Santa Rosa,0.8888888888888888,0.8888888888888888,0.0,9,32
Matchbox Twenty vs Petey,1.0,1.0,0.0,11,44
Matchbox Twenty vs Armor For Sleep,1.0,1.0,0.0,12,48
Matchbox Twenty vs Barns Courtney,0.9166666666666666,0.9166666666666666,0.0,12,44
Matchbox Twenty vs Blake Shelton,0.75,0.75,0.0,8,31
Matchbox Twenty vs August Burns Red,0.8181818181818182,0.8181818181818182,0.0,11,43
Matchbox Twenty vs Dying Wish,1.0,1.0,0.0,10,37
Matchbox Twenty vs Armand Hammer,1.0,1.0,0.0,9,34
The Avett Brothers vs Beartooth,0.4166666666666667,0.4166666666666667,0.0,12,44
The Avett Brothers vs Bad Bunny,1.0,1.0,0.0,5,20
Matchbox Twenty vs Beach Fossils,1.0,1.0,0.0,11,41
Matchbox Twenty vs Cattle Decapitation,0.9166666666666666,0.9166666666666666,0.0,12,47
The Avett Brothers vs Dadi Freyr,1.0,1.0,0.0,5,17
Matchbox Twenty vs JOHN 5 and the Creatures,0.9,0.9,0.0,10,40
Matchbox Twenty vs Dragonforce,0.9166666666666666,0.9166666666666666,0.0,12,44
Matchbox Twenty vs Aidan Bissett,1.0,1.0,0.0,9,34
Matchbox Twenty vs Alkaline Trio,0.9,0.9,0.0,10,37
Matchbox Twenty vs The Cat Empire,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Yes,1.0,1.0,0.0,12,48
Matchbox Twenty vs Justin Quiles,0.875,0.875,0.0,8,32
Matchbox Twenty vs Don Broco,1.0,1.0,0.0,11,43
The Avett Brothers vs G. Love & Special Sauce,1.0,1.0,0.0,8,29
Matchbox Twenty vs Drake White,1.0,1.0,0.0,10,38
Matchbox Twenty vs Slow Pulp,1.0,1.0,0.0,11,43
Matchbox Twenty vs Claudio Simonetti's Goblin,1.0,1.0,0.0,10,40
Matchbox Twenty vs Dayseeker,1.0,1.0,0.0,9,34
Matchbox Twenty vs Boney M.,0.9,0.9,0.0,10,37
The Avett Brothers vs Otoboke Beaver,1.0,1.0,0.0,6,22
Matchbox Twenty vs Lil Uzi Vert,0.7272727272727273,0.7272727272727273,0.0,11,40
Matchbox Twenty vs Del Water Gap,0.9230769230769231,0.9230769230769231,0.0,13,49
Matchbox Twenty vs Carnifex,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Meshuggah,0.8181818181818182,0.8181818181818182,0.0,11,40
Matchbox Twenty vs Playboi Carti,0.9285714285714286,0.9285714285714286,0.0,14,56
Matchbox Twenty vs Victoria Monet,1.0,1.0,0.0,12,48
Matchbox Twenty vs Dying Fetus,0.9166666666666666,0.9166666666666666,0.0,12,45
"Matchbox Twenty vs Invent, Animate",0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs The Brian Jonestown Massacre,1.0,1.0,0.0,14,53
Matchbox Twenty vs Alt-J,0.8181818181818182,0.8181818181818182,0.0,11,40
Matchbox Twenty vs In This Moment,1.0,1.0,0.0,11,42
Matchbox Twenty vs Here We Are,1.0,1.0,0.0,18,68
Matchbox Twenty vs Kota The Friend,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Dogstar,1.0,1.0,0.0,14,55
Matchbox Twenty vs Angel Du$t,1.0,1.0,0.0,10,40
Matchbox Twenty vs The Prize Fighter Inferno,0.8888888888888888,0.8888888888888888,0.0,9,33
Matchbox Twenty vs Daniel Caesar,0.6923076923076923,0.6923076923076923,0.0,13,52
Matchbox Twenty vs Bailey Zimmerman,0.6666666666666666,0.6666666666666666,0.0,9,33
Matchbox Twenty vs Brent Cobb,1.0,1.0,0.0,11,43
Matchbox Twenty vs Mammoth WVH,1.0,1.0,0.0,13,50
Matchbox Twenty vs The Beaches,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs The Paper Kites,1.0,1.0,0.0,10,37
Matchbox Twenty vs Amon Amarth,1.0,1.0,0.0,7,27
Matchbox Twenty vs Band of Horses,0.9230769230769231,0.9230769230769231,0.0,13,52
Matchbox Twenty vs Big Something,1.0,1.0,0.0,10,39
Matchbox Twenty vs TroyBoi,0.9090909090909091,0.9090909090909091,0.0,11,43
Matchbox Twenty vs Apashe,1.0,1.0,0.0,12,48
Matchbox Twenty vs The Menzingers,1.0,1.0,0.0,14,53
Matchbox Twenty vs Ledisi,1.0,1.0,0.0,7,27
Matchbox Twenty vs Bruce Cockburn,1.0,1.0,0.0,8,32
Matchbox Twenty vs Mannheim Steamroller,0.8636363636363636,0.8636363636363636,0.0,22,88
Matchbox Twenty vs Joe List,1.0,1.0,0.0,11,41
The Avett Brothers vs Mom Jeans.,1.0,1.0,0.0,5,18
The Avett Brothers vs Jon Batiste,0.8571428571428571,0.8571428571428571,0.0,7,24
Matchbox Twenty vs Maluma,0.9230769230769231,0.9230769230769231,0.0,13,48
Matchbox Twenty vs The Milk Carton Kids,1.0,1.0,0.0,11,41
Matchbox Twenty vs Nicotine Dolls,1.0,1.0,0.0,9,36
Matchbox Twenty vs Jeff Rosenstock,1.0,1.0,0.0,13,48
Matchbox Twenty vs Roosevelt,1.0,1.0,0.0,14,56
Matchbox Twenty vs Dinosaur Jr.,0.8181818181818182,0.8181818181818182,0.0,11,43
Matchbox Twenty vs Iration,0.9166666666666666,0.9166666666666666,0.0,12,46
Matchbox Twenty vs The 1975,1.0,1.0,0.0,14,55
Matchbox Twenty vs JMSN,1.0,1.0,0.0,11,41
Matchbox Twenty vs The Devil Wears Prada,1.0,1.0,0.0,12,48
Matchbox Twenty vs Moon Taxi,0.9285714285714286,0.9285714285714286,0.0,14,56
Matchbox Twenty vs Sun Room,0.9230769230769231,0.9230769230769231,0.0,13,51
Matchbox Twenty vs Drew Holcomb,0.7777777777777778,0.7777777777777778,0.0,9,33
Matchbox Twenty vs MoneyBagg Yo,0.9090909090909091,0.9090909090909091,0.0,11,44
Matchbox Twenty vs Paul Brandt,0.8888888888888888,0.8888888888888888,0.0,9,36
Matchbox Twenty vs Briston Maroney,1.0,1.0,0.0,12,46
Matchbox Twenty vs Dylan Matthew,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Everclear,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Ice Nine Kills,1.0,1.0,0.0,8,32
Matchbox Twenty vs The 502s,1.0,1.0,0.0,9,33
Matchbox Twenty vs Steel Panther,1.0,1.0,0.0,15,58
Matchbox Twenty vs Meshell Ndegeocello,0.875,0.875,0.0,8,31
Matchbox Twenty vs Bowling For Soup,1.0,1.0,0.0,11,43
Matchbox Twenty vs The Aces,1.0,1.0,0.0,11,40
Matchbox Twenty vs Cory Wong,0.9166666666666666,0.9166666666666666,0.0,12,48
Matchbox Twenty vs Grentperez,1.0,1.0,0.0,11,41
Matchbox Twenty vs Darlingside,1.0,1.0,0.0,10,37
Matchbox Twenty vs Futurebirds,1.0,1.0,0.0,12,48
Matchbox Twenty vs Sarah McLachlan,0.8571428571428571,0.8571428571428571,0.0,7,26
Matchbox Twenty vs Krooked Kings,1.0,1.0,0.0,12,44
Matchbox Twenty vs Mac Sabbath,1.0,1.0,0.0,12,46
Matchbox Twenty vs Victor Wooten,1.0,1.0,0.0,11,42
Matchbox Twenty vs Saint Motel,0.8888888888888888,0.8888888888888888,0.0,9,34
Matchbox Twenty vs The Simon & Garfunkel Story,1.0,1.0,0.0,10,39
Matchbox Twenty vs Young Dubliners,1.0,1.0,0.0,9,36
Matchbox Twenty vs King George,1.0,1.0,0.0,7,28
Matchbox Twenty vs Boogie Wonder Band,1.0,1.0,0.0,9,33
Matchbox Twenty vs Jim Brickman,1.0,1.0,0.0,11,43
Matchbox Twenty vs TobyMac,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Rhiannon Giddens,1.0,1.0,0.0,9,32
Matchbox Twenty vs Tanner Usrey,1.0,1.0,0.0,10,39
Matchbox Twenty vs Soul Glo,1.0,1.0,0.0,11,43
Matchbox Twenty vs Josh Abbott Band,1.0,1.0,0.0,9,36
The Avett Brothers vs Mary Timony,1.0,1.0,0.0,5,18
Matchbox Twenty vs Queens Of The Stone Age,0.8571428571428571,0.8571428571428571,0.0,14,52
Matchbox Twenty vs Red Hot Chili Peppers,0.75,0.75,0.0,8,28
"Matchbox Twenty vs nothing,nowhere.",1.0,1.0,0.0,12,44
Matchbox Twenty vs Gus Dapperton,1.0,1.0,0.0,12,48
Matchbox Twenty vs Christian French,1.0,1.0,0.0,12,48
Matchbox Twenty vs Jeremy Zucker,0.9230769230769231,0.9230769230769231,0.0,13,52
Matchbox Twenty vs The Brook & The Bluff,1.0,1.0,0.0,15,60
Matchbox Twenty vs Peter McPoland,1.0,1.0,0.0,12,47
The Avett Brothers vs Phora,1.0,1.0,0.0,8,31
Matchbox Twenty vs Nightly,1.0,1.0,0.0,11,42
Matchbox Twenty vs Raye,1.0,1.0,0.0,12,44
Matchbox Twenty vs Legends in Concert,1.0,1.0,0.0,9,34
Matchbox Twenty vs Neil Frances,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Celtic Thunder,1.0,1.0,0.0,11,41
Matchbox Twenty vs Big Wreck,1.0,1.0,0.0,11,41
Matchbox Twenty vs Lukas Nelson & Promise of the Real,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Johnny Cash - The Official Concert Experience,1.0,1.0,0.0,15,59
Matchbox Twenty vs Stranger In The Night,1.0,1.0,0.0,9,34
The Avett Brothers vs TALK,1.0,1.0,0.0,5,18
The Avett Brothers vs Hannah Wicklund,1.0,1.0,0.0,7,24
Matchbox Twenty vs Joanne Shaw Taylor,1.0,1.0,0.0,10,39
Matchbox Twenty vs Poolside,1.0,1.0,0.0,12,48
Matchbox Twenty vs Deeper,1.0,1.0,0.0,10,38
Matchbox Twenty vs George Clanton,1.0,1.0,0.0,12,46
Matchbox Twenty vs Danny Brown,0.8571428571428571,0.8571428571428571,0.0,7,26
Matchbox Twenty vs Teddy Swims,1.0,1.0,0.0,15,59
Matchbox Twenty vs Melvins,0.9333333333333333,0.9333333333333333,0.0,15,59
Matchbox Twenty vs Chat Pile,0.9090909090909091,0.9090909090909091,0.0,11,40
Matchbox Twenty vs Rawayana,1.0,1.0,0.0,12,46
Matchbox Twenty vs Three Days Grace,0.75,0.75,0.0,12,45
The Avett Brothers vs Kaivon,1.0,1.0,0.0,7,25
Matchbox Twenty vs Boys Like Girls,0.9230769230769231,0.9230769230769231,0.0,13,49
Matchbox Twenty vs Black Veil Brides,0.8461538461538461,0.8461538461538461,0.0,13,49
Matchbox Twenty vs Royal Blood,0.9166666666666666,0.9166666666666666,0.0,12,45
Matchbox Twenty vs Blonde Redhead,1.0,1.0,0.0,11,43
Matchbox Twenty vs Lollapalooza Aftershows,1.0,1.0,0.0,14,54
The Avett Brothers vs Municipal Waste,1.0,1.0,0.0,7,27
Matchbox Twenty vs Big Jay Oakerson,1.0,1.0,0.0,10,36
Matchbox Twenty vs Gimme Gimme Disco,1.0,1.0,0.0,13,51
Matchbox Twenty vs The Happy Fits,1.0,1.0,0.0,12,47
Matchbox Twenty vs Jessie Murph,0.8571428571428571,0.8571428571428571,0.0,14,55
Matchbox Twenty vs Joji,0.8181818181818182,0.8181818181818182,0.0,11,43
Matchbox Twenty vs Misery Signals,1.0,1.0,0.0,9,35
Matchbox Twenty vs The Japanese House,0.9230769230769231,0.9230769230769231,0.0,13,49
Matchbox Twenty vs Cody Jinks,0.7777777777777778,0.7777777777777778,0.0,9,34
Matchbox Twenty vs Ryan Adams,1.0,1.0,0.0,9,34
Matchbox Twenty vs Digable Planets,1.0,1.0,0.0,12,46
Matchbox Twenty vs Swing State,0.9411764705882353,0.9411764705882353,0.0,17,65
Matchbox Twenty vs Mike Mains & The Branches,1.0,1.0,0.0,8,30
Matchbox Twenty vs Bryce Vine,0.8181818181818182,0.8181818181818182,0.0,11,40
Matchbox Twenty vs Violent Femmes,0.9,0.9,0.0,10,40
Matchbox Twenty vs San Holo,1.0,1.0,0.0,14,56
Matchbox Twenty vs John Hiatt,1.0,1.0,0.0,8,29
Matchbox Twenty vs The Allman Betts Family Revival,1.0,1.0,0.0,10,39
Matchbox Twenty vs Allison Russell,0.9090909090909091,0.9090909090909091,0.0,11,42
Matchbox Twenty vs Kamelot,1.0,1.0,0.0,9,35
Collective Soul vs Kane Brown,0.8571428571428571,0.8571428571428571,0.0,7,24
The Avett Brothers vs ericdoa,0.7142857142857143,0.7142857142857143,0.0,7,28
The Avett Brothers vs Deap Vally,1.0,1.0,0.0,7,27
The Avett Brothers vs Cat Power,0.8571428571428571,0.8571428571428571,0.0,7,28
Collective Soul vs Dwight Yoakam,0.7,0.7,0.0,10,40
Collective Soul vs Queen Nation,0.8571428571428571,0.8571428571428571,0.0,7,27
Collective Soul vs Natalie Merchant,0.8571428571428571,0.8571428571428571,0.0,7,24
Collective Soul vs Morgan Wallen,1.0,1.0,0.0,12,48
Collective Soul vs Mt. Joy,0.75,0.75,0.0,12,46
Collective Soul vs REO Speedwagon,0.75,0.75,0.0,8,32
The Avett Brothers vs Olivia Rodrigo,0.8333333333333334,0.8333333333333334,0.0,6,20
The Avett Brothers vs Mr. Big,0.6666666666666666,0.6666666666666666,0.0,9,32
Collective Soul vs Goo Goo Dolls,0.7692307692307693,0.7692307692307693,0.0,13,50
The Avett Brothers vs From Ashes To New,1.0,1.0,0.0,8,32
Collective Soul vs The Carolina Opry,1.0,1.0,0.0,26,104
Collective Soul vs Jake Owen,0.6666666666666666,0.6666666666666666,0.0,9,32
Collective Soul vs Death Grips,0.8181818181818182,0.8181818181818182,0.0,11,42
Collective Soul vs Snarky Puppy,0.75,0.75,0.0,8,29
The Avett Brothers vs Indigo De Souza,1.0,1.0,0.0,7,26
Collective Soul vs Three Dog Night,0.6470588235294118,0.6470588235294118,0.0,17,64
Collective Soul vs Noah Kahan,0.9166666666666666,0.9166666666666666,0.0,12,44
Collective Soul vs Eric Church,1.0,1.0,0.0,12,44
Collective Soul vs Janet Jackson,1.0,1.0,0.0,5,19
Collective Soul vs ZZ Top,0.8461538461538461,0.8461538461538461,0.0,13,51
Collective Soul vs Grand Ole Opry,1.0,1.0,0.0,31,120
The Avett Brothers vs Black Pumas,0.5714285714285714,0.5714285714285714,0.0,7,27
Collective Soul vs Madonna,1.0,1.0,0.0,17,66
Collective Soul vs Lotus,0.625,0.625,0.0,8,30
Collective Soul vs The Guess Who,0.3333333333333333,0.3333333333333333,0.0,9,32
The Avett Brothers vs Echo & The Bunnymen,1.0,1.0,0.0,5,16
Collective Soul vs Jon Pardi,0.8333333333333334,0.8333333333333334,0.0,12,45
Collective Soul vs Old Dominion,0.7692307692307693,0.7692307692307693,0.0,13,51
The Avett Brothers vs Mahalia,0.8333333333333334,0.8333333333333334,0.0,6,24
Collective Soul vs Staind,0.6666666666666666,0.6666666666666666,0.0,6,22
Collective Soul vs Pepe Aguilar,0.75,0.75,0.0,8,31
Collective Soul vs Zac Brown Band,0.9,0.9,0.0,10,39
The Avett Brothers vs Maddie Zahm,0.8571428571428571,0.8571428571428571,0.0,7,27
The Avett Brothers vs Torres,1.0,1.0,0.0,6,22
The Avett Brothers vs Mitski,0.4444444444444444,0.4444444444444444,0.0,9,32
Collective Soul vs Shania Twain,1.0,1.0,0.0,12,45
Collective Soul vs The Fab Four - The Ultimate Tribute,0.6875,0.6875,0.0,16,61
Collective Soul vs Thomas Rhett,0.7,0.7,0.0,10,40
Collective Soul vs Claire Rosinkranz,0.8,0.8,0.0,5,20
Collective Soul vs Riley Green,0.5555555555555556,0.5555555555555556,0.0,9,36
Collective Soul vs Tyler Childers,1.0,1.0,0.0,8,30
Collective Soul vs Billy Joel,1.0,1.0,0.0,8,28
Collective Soul vs Foreigner,0.8666666666666667,0.8666666666666667,0.0,15,60
Collective Soul vs Pink,1.0,1.0,0.0,13,50
Collective Soul vs Lainey Wilson,0.75,0.75,0.0,8,28
The Avett Brothers vs Mayer Hawthorne,1.0,1.0,0.0,9,35
Collective Soul vs Bonnie Raitt,0.7777777777777778,0.7777777777777778,0.0,9,35
Collective Soul vs Wizkid,0.8,0.8,0.0,5,18
Collective Soul vs Buddy Guy,0.8,0.8,0.0,15,56
Collective Soul vs Metallica,1.0,1.0,0.0,9,32
Collective Soul vs Nickel Creek,0.6153846153846154,0.6153846153846154,0.0,13,52
Collective Soul vs Engelbert Humperdinck,0.125,0.125,0.0,8,28
Collective Soul vs SZA,1.0,1.0,0.0,8,32
Matchbox Twenty vs Story Of The Year,0.8571428571428571,0.8571428571428571,0.0,14,52
Collective Soul vs Nickelback,0.8571428571428571,0.8571428571428571,0.0,14,55
Collective Soul vs Beyonce,0.9166666666666666,0.9166666666666666,0.0,12,46
Collective Soul vs Stephen Sanchez,0.5833333333333334,0.5833333333333334,0.0,12,48
Collective Soul vs Yachtley Crew,0.75,0.75,0.0,8,29
Collective Soul vs For King & Country,0.6666666666666666,0.6666666666666666,0.0,9,34
Collective Soul vs AJR,0.6,0.6,0.0,5,17
Collective Soul vs Dave Matthews Band,0.9230769230769231,0.9230769230769231,0.0,13,48
Collective Soul vs Coheed and Cambria,0.375,0.375,0.0,8,32
Collective Soul vs Tyler Hubbard,0.4,0.4,0.0,10,37
The Avett Brothers vs Sheer Mag,1.0,1.0,0.0,5,16
Collective Soul vs Postmodern Jukebox,0.42857142857142855,0.42857142857142855,0.0,14,54
The Avett Brothers vs The Elovaters,0.8181818181818182,0.8181818181818182,0.0,11,40
Collective Soul vs The Mavericks,0.7272727272727273,0.7272727272727273,0.0,11,43
The Avett Brothers vs Taylor Acorn,0.8333333333333334,0.8333333333333334,0.0,6,20
The Avett Brothers vs Kitchen Dwellers,1.0,1.0,0.0,9,33
The Avett Brothers vs Brandon Lake,1.0,1.0,0.0,5,18
The Avett Brothers vs Story Of The Year,0.7272727272727273,0.7272727272727273,0.0,11,43
Collective Soul vs Rob Zombie,0.7777777777777778,0.7777777777777778,0.0,9,33
The Avett Brothers vs Allison Russell,1.0,1.0,0.0,9,32
Collective Soul vs Fall Out Boy,1.0,1.0,0.0,10,39
Collective Soul vs Pixies,0.6,0.6,0.0,10,36
Collective Soul vs Josh Turner,0.7,0.7,0.0,10,36
Collective Soul vs Bryan Adams,0.8181818181818182,0.8181818181818182,0.0,11,42
Collective Soul vs Thrice,0.875,0.875,0.0,8,30
Collective Soul vs Chris Stapleton,0.9090909090909091,0.9090909090909091,0.0,11,42
Collective Soul vs Hairball,0.9090909090909091,0.9090909090909091,0.0,11,42
Collective Soul vs Steve Miller Band,0.6363636363636364,0.6363636363636364,0.0,11,43
Collective Soul vs Kansas,0.6923076923076923,0.6923076923076923,0.0,13,52
Collective Soul vs Keith Sweat,0.7142857142857143,0.7142857142857143,0.0,7,27
Collective Soul vs Beck,0.5555555555555556,0.5555555555555556,0.0,9,32
Collective Soul vs Get The Led Out,0.8125,0.8125,0.0,16,60
The Avett Brothers vs This Wild Life,1.0,1.0,0.0,9,33
Collective Soul vs Michael W. Smith,0.6666666666666666,0.6666666666666666,0.0,6,23
Collective Soul vs Sam Smith,1.0,1.0,0.0,9,33
Collective Soul vs Aerosmith,1.0,1.0,0.0,5,20
The Avett Brothers vs Sydney Sprague,1.0,1.0,0.0,6,22
Collective Soul vs Daniel O'Donnell,0.45454545454545453,0.45454545454545453,0.0,11,40
The Avett Brothers vs Jeffrey Martin,1.0,1.0,0.0,6,22
The Avett Brothers vs Roy Woods,1.0,1.0,0.0,8,32
The Avett Brothers vs JP Saxe,1.0,1.0,0.0,8,30
The Avett Brothers vs Bob Dylan,0.75,0.75,0.0,12,47
The Avett Brothers vs Taking Back Sunday,0.8333333333333334,0.8333333333333334,0.0,6,21
The Avett Brothers vs Code Orange Kids,1.0,1.0,0.0,5,17
Collective Soul vs One Night of Queen,0.625,0.625,0.0,8,31
Collective Soul vs Kenny Loggins,0.8571428571428571,0.8571428571428571,0.0,7,28
Collective Soul vs Southside Johnny & The Asbury Jukes,0.625,0.625,0.0,8,31
Collective Soul vs Flatland Cavalry,0.9166666666666666,0.9166666666666666,0.0,12,47
Collective Soul vs The National,0.75,0.75,0.0,8,31
Collective Soul vs Zeds Dead,0.75,0.75,0.0,8,29
Collective Soul vs The Bouncing Souls,0.875,0.875,0.0,8,30
Collective Soul vs Tab Benoit,0.5833333333333334,0.5833333333333334,0.0,12,46
Collective Soul vs RBD,1.0,1.0,0.0,10,39
Collective Soul vs Pantera,0.9166666666666666,0.9166666666666666,0.0,12,44
Collective Soul vs Kidz Bop,0.8125,0.8125,0.0,16,63
Collective Soul vs Stevie Nicks,1.0,1.0,0.0,9,35
Collective Soul vs Jason Aldean,1.0,1.0,0.0,13,51
Collective Soul vs blink-182,1.0,1.0,0.0,8,28
The Avett Brothers vs King George,0.8,0.8,0.0,5,18
Matchbox Twenty vs Cat Power,1.0,1.0,0.0,10,37
Matchbox Twenty vs ericdoa,1.0,1.0,0.0,10,37
Matchbox Twenty vs Echo & The Bunnymen,1.0,1.0,0.0,7,26
Matchbox Twenty vs Mayer Hawthorne,1.0,1.0,0.0,12,44
Matchbox Twenty vs Two Door Cinema Club,1.0,1.0,0.0,8,32
Matchbox Twenty vs Arlo Parks,0.875,0.875,0.0,8,28
Matchbox Twenty vs Mitski,0.7272727272727273,0.7272727272727273,0.0,11,42
Matchbox Twenty vs Torres,1.0,1.0,0.0,8,32
Matchbox Twenty vs Maddie Zahm,1.0,1.0,0.0,10,36
Matchbox Twenty vs Mahalia,0.8888888888888888,0.8888888888888888,0.0,9,33
Matchbox Twenty vs Sleater-Kinney,1.0,1.0,0.0,7,28
Matchbox Twenty vs Morat,0.9,0.9,0.0,10,38
Matchbox Twenty vs Ministry,1.0,1.0,0.0,7,28
Matchbox Twenty vs Neck Deep,0.9090909090909091,0.9090909090909091,0.0,11,44
Matchbox Twenty vs Zakk Sabbath,1.0,1.0,0.0,13,51
Matchbox Twenty vs HEALTH,1.0,1.0,0.0,7,26
Matchbox Twenty vs Sarah Jarosz,0.9,0.9,0.0,10,40
Matchbox Twenty vs Josiah & The Bonnevilles,1.0,1.0,0.0,8,30
Matchbox Twenty vs Em Beihold,1.0,1.0,0.0,8,31
Matchbox Twenty vs Holding Absence,1.0,1.0,0.0,11,41
Matchbox Twenty vs Dorian Electra,1.0,1.0,0.0,8,29
Matchbox Twenty vs Mitch Rowland,1.0,1.0,0.0,7,28
Matchbox Twenty vs The Kooks,1.0,1.0,0.0,7,28
Matchbox Twenty vs Made in Italy,1.0,1.0,0.0,11,42
Matchbox Twenty vs Waterparks,1.0,1.0,0.0,8,28
Matchbox Twenty vs Dadi Freyr,1.0,1.0,0.0,7,27
Matchbox Twenty vs Deap Vally,1.0,1.0,0.0,10,36
Matchbox Twenty vs Mr. Big,1.0,1.0,0.0,11,42
Collective Soul vs Arctic Monkeys,1.0,1.0,0.0,10,38
Matchbox Twenty vs Cold War Kids,1.0,1.0,0.0,11,41
Matchbox Twenty vs Harms Way,1.0,1.0,0.0,11,41
Matchbox Twenty vs Dirty Honey,1.0,1.0,0.0,13,50
Matchbox Twenty vs Brandon Lake,1.0,1.0,0.0,7,28
Matchbox Twenty vs Kitchen Dwellers,1.0,1.0,0.0,11,43
Matchbox Twenty vs Taylor Acorn,0.875,0.875,0.0,8,30
Matchbox Twenty vs The Elovaters,0.9230769230769231,0.9230769230769231,0.0,13,50
Matchbox Twenty vs Sheer Mag,0.8571428571428571,0.8571428571428571,0.0,7,26
Matchbox Twenty vs Code Orange Kids,1.0,1.0,0.0,7,27
Matchbox Twenty vs Wednesday,1.0,1.0,0.0,9,34
The Avett Brothers vs Made in Italy,1.0,1.0,0.0,9,32
The Avett Brothers vs The Kooks,1.0,1.0,0.0,5,18
Matchbox Twenty vs JP Saxe,0.9,0.9,0.0,10,40
Matchbox Twenty vs Noname,1.0,1.0,0.0,12,47
The Avett Brothers vs Gloria Trevi,1.0,1.0,0.0,6,21
Matchbox Twenty vs Jeffrey Martin,1.0,1.0,0.0,8,32
Matchbox Twenty vs Sexyy Red,0.8571428571428571,0.8571428571428571,0.0,14,52
Matchbox Twenty vs Sydney Sprague,1.0,1.0,0.0,8,32
Matchbox Twenty vs This Wild Life,1.0,1.0,0.0,11,43
Matchbox Twenty vs Black Pumas,0.9,0.9,0.0,10,36
Matchbox Twenty vs Sampha,0.8888888888888888,0.8888888888888888,0.0,9,36
Matchbox Twenty vs Brittany Howard,0.9,0.9,0.0,10,40
Matchbox Twenty vs Haken,0.9,0.9,0.0,10,40
The Avett Brothers vs Mitch Rowland,1.0,1.0,0.0,5,18
Matchbox Twenty vs William Prince,1.0,1.0,0.0,8,31
Matchbox Twenty vs From Ashes To New,0.9090909090909091,0.9090909090909091,0.0,11,41
Matchbox Twenty vs Bad Bunny,1.0,1.0,0.0,8,29
The Avett Brothers vs Dorian Electra,1.0,1.0,0.0,5,20
Matchbox Twenty vs Nate Smith,1.0,1.0,0.0,10,36
Matchbox Twenty vs Machine Head,1.0,1.0,0.0,12,47
Matchbox Twenty vs Nicki Minaj,1.0,1.0,0.0,7,26
